"","domgl_trend","do_below2_trend","chla_trend","chla_trend_asPredictor","chla_median.log10","chla_seasAmp","dailyPAR_median","dailyPAR_trend","domgl_seasAmp","latitude","nh4_median.log10","nh4f_trend","no23_median.log10","no23f_trend","po4_median.log10","po4f_trend","precp_trend","spcond_median","spcond_trend","temp_median","temp_seasAmp","temp_trend","totprcp_total","turb_median.log10","turb_trend","wspd_median","chla_seasAmp_trend","domgl_seasAmp_trend","temp_seasAmp_trend","pctDev.log10"
"cbmrr",-0.0314374902872999,-0.00359504942029514,-0.00828494703918843,-1.33685765975949,0.721147114851958,1.32050186879494,-0.817763271348716,1.06219148262687,0.550585819470254,0.299862532995888,0.699358036020841,-0.100309812370507,1.43758012869322,-0.668089436766103,0.064060039225874,-0.433846750249173,1.57942570042988,-1.67816753025023,-0.00701290487864539,-0.600679795595163,1.40791584749247,0.412104383729834,0.305412919098564,0.983492552367823,0.58284618743177,-0.789808892691679,1.4664982030366,0.493730861146128,0.506880614784635,0.941593271399271
"cbvcb",-0.0282928570173446,-0.00527375993544434,0.0136254800528796,0.168340542762937,0.739040494633596,-0.0130080828612099,-0.205074104617076,0.119844866837662,0.458587509620467,0.11719316830248,-0.0199924091803105,-0.237143116449876,-0.472524356559602,0.312138727609635,-0.169067706303876,0.583051600111144,0.341713297308156,-0.270833441595724,-0.146354355677635,-0.188197776262515,0.990416133346302,0.390459796441484,0.489912208691163,0.478810334028017,0.33637428078641,-1.18163501929986,0.905499072585997,0.261666383179439,-0.123848693406003,-0.593765692572751
"cbvgi",-0.0124815086910204,-0.00725959587347831,0.0043355430931526,-0.469857715745219,0.112120111968018,-1.25190225847822,-0.205074104617076,0.119844866837662,-0.336224432374556,0.100529865728611,0.0659918412116098,-0.477831104653957,-1.49550956564294,-0.318292005847663,-0.766963728478798,1.08371060216379,0.341713297308156,-0.0180649933319202,-0.159803823076446,-0.351272062975422,1.0594270406457,0.0353758290171921,0.489912208691163,-0.606495758537639,0.351075583640801,-1.18163501929986,-0.00457884795050352,-0.454173302777115,-0.16522133888456,-0.366126504851197
"cbvtc",-0.0277711971849514,-0.0093893128413976,0.00252991550756438,-0.593900363788177,0.979081132138086,1.7165609761582,-0.205074104617076,0.119844866837662,0.586444120551004,0.125892352182155,0.493434874156248,1.00495290373903,0.0887066627178974,1.32050892978447,0.585620858381616,0.527378483030669,0.341713297308156,-0.706878907435905,-0.249425672057119,-0.236160801766311,1.18422229551705,0.10794204486319,0.489912208691163,1.668323637662,-0.951628316846722,-1.18163501929986,1.40998596981127,-0.39910257139986,-0.290937059875517,-0.783042461922502
"delbl",0.0382620413290775,-0.015525568280097,0.0384549493569368,1.8740705319142,1.96628101413755,0.741202732830228,-0.23741276023953,-0.308834633665357,0.748610027326253,0.377209267375473,0.452351502317132,0.299590222519892,1.21273717451757,-0.347444326708908,-0.000534376427937565,0.496487792725119,0.101623561749504,-1.57605225996527,-0.0238096653255121,-0.485568534386052,1.82421426706865,-0.567811773708934,0.723498465239592,1.64330931349404,-0.516404703827726,-0.485055238663097,-0.753303153077712,-0.756093691503836,0.774603836857236,-0.238999482796517
"delds",-0.0270087833781976,0.00298308281852917,0.0173082371524928,0.421337864237846,1.96703848360601,0.307196801688614,-0.23741276023953,-0.308834633665357,1.75402681792276,0.348552802687313,0.961432274460063,0.430694850752341,0.930386938441127,0.147447784422031,0.0318126738471469,1.33071842978602,0.101623561749504,-1.68718550217149,-0.0245592660989668,-0.466383324184534,1.34745923414558,-0.132544080372305,0.723498465239592,0.298686165246172,-0.035933741465781,-0.485055238663097,0.556442852208658,0.267510163227538,1.29219672422936,1.05836231855127
"delll",-0.0438224821328903,0.0214672837898333,0.0149685514164598,0.260606594621511,1.4700996327376,1.25705368534807,-0.23741276023953,-0.308834633665357,1.7198448095613,0.342275526809209,1.51208760771708,0.438952315023796,1.64205782262213,0.120170090594816,0.378997368628712,0.41845665750537,0.101623561749504,-1.51345692545293,-0.149893676042615,-0.523938954789089,1.6709785549443,-0.00104273509524997,0.723498465239592,1.47825812834924,-1.06128305937372,-0.485055238663097,-0.16386781714039,0.920173047576827,0.348426771687738,0.964689816689801
"delsl",-0.0382500115273206,0.009038202973188,0.0186088180440853,0.51068491402533,1.02196782140043,0.302112856291343,-0.23741276023953,-0.308834633665357,2.40625025358829,0.338529533780125,1.87925109320055,0.169856070084712,1.44314819295641,-0.046226019563047,0.887909466683001,0.18187525965749,0.101623561749504,-0.833263131567806,-0.0997500213725792,-0.658235426199718,1.72947519608266,0.234702881077182,0.723498465239592,1.5912966713549,-2.11563879698717,-0.485055238663097,0.489019028685834,-0.51223802446077,0.17170768605575,0.964689816689801
"elkap",-0.072649584120458,0.0482691070998843,0.0215093954180401,0.70994820684971,-0.0488459828856507,0.205268814848711,0.0677821479049893,0.79249359957002,0.160248588301706,0.0534062411163784,0.762731915060966,0.331653833024973,-0.266222109086642,0.134395661821675,1.18494695135269,-0.312306282317227,-1.1820020288962,0.981868952055843,0.200865229779914,-0.389642483378459,-0.989887939197909,0.0763198106573836,-2.03722026251756,-0.38607083108663,0.134705487521737,-0.397982766083502,0.175315743133292,1.74909788882957,0.362104991610281,0.54292535670426
"elknm",0.0229596229032894,-0.0067526286712871,0.0160327859597407,0.333717169549035,0.341748925101534,0.741657654083263,0.0677821479049893,0.79249359957002,0.174047778516111,0.0519928990829715,1.02900936123332,0.820871749011184,0.224314470903449,0.422066520204048,0.927926249202692,0.0562158909201573,-1.1820020288962,0.965159180554668,0.28343553193827,-0.312901642572386,-0.959172811627174,-0.519295770573698,-2.03722026251756,-0.205963125078002,0.401867683093463,-0.397982766083502,-1.43134665460116,-2.80463366674456,0.480689481691799,0.54292535670426
"elksm",0.0141947985848144,-0.0234366783387023,0.0134631010840153,0.157185464359628,-0.188968697551644,0.582018224934871,0.0677821479049893,0.79249359957002,-0.61893652685028,0.0498665196273051,0.946558125718973,0.535310754410364,0.421158868559313,0.0968504798024258,0.914717785326579,-0.292069499394921,-1.1820020288962,0.952958395014128,0.317098440897192,-0.504753744587571,-1.05490354087086,-0.133703734147163,-2.03722026251756,-0.205963125078002,0.137197936761053,-0.397982766083502,-0.461697766769613,0.0176405147142435,0.501721320120693,0.54292535670426
"elkvm",0.00675956045533543,0.000374188216314362,0.0191416372620421,0.547288423658801,-0.5739582828524,-0.499290629143154,0.0677821479049893,0.79249359957002,-1.58309407812219,0.0490006884717047,0.801275654203432,0.62584474883889,0.690819664628906,0.407304012148663,0.77816172771041,-0.37171034094832,-1.1820020288962,0.95216269160931,0.0238494988656389,-0.946013579222496,-1.63818759897264,-1.01198932350867,-2.03722026251756,-0.606495758537639,0.134668722681187,-0.397982766083502,1.3459061131857,-0.286661045243049,0.351879194562385,0.54292535670426
"gndbc",-0.025199870146582,-0.00184533668590998,0.0398829576144013,1.97217156177047,0.58439440993366,0.109169559281223,0.976478055349869,-0.447772794895665,0.32109271255283,-0.769400745737609,-1.24077188534457,-1.53275470228262,-0.930149827051753,-1.60288803501149,-1.06986592038467,-0.16565770048316,0.831910199219251,-0.223754323477334,-2.07028468932999,0.991692651130873,-0.384140606107566,-0.991001562272017,1.43441315908264,0.0782365451784066,0.244907705252421,1.2563942129288,-2.79506573066853,0.345461198346329,0.717043989631431,0.213801893499812
"gndbh",-0.0158195694764258,0.0120140473963693,0.0360599213723123,1.70953737141032,0.35719250743924,0.565759730879044,0.976478055349869,-0.447772794895665,4.04500758443657,-0.765046124337382,0.0733515850197409,-1.26212159839771,-0.88895884024666,-1.2338967784658,-1.16471455174148,-0.377556216790768,0.831910199219251,-0.158108792579862,-2.18895663229465,0.838210969518725,-0.435484744974663,-2.00974883722415,1.43441315908264,-0.053679909789819,0.267798814249014,1.2563942129288,-1.4568210058226,1.20078230270887,0.3188935565389,0.213801893499812
"gndbl",-0.0031266777211862,-0.0030359354491166,0.0496182101208279,2.64096201994826,0.473008691419317,0.169661830733345,0.976478055349869,-0.447772794895665,-0.114017338101362,-0.772774940682229,-2.04039185056817,-2.12831225716759,-1.28685210760032,-2.82707897756678,-0.704854318771976,-0.887287165357006,0.831910199219251,0.0766237118414039,-2.11215410236591,0.89576660012328,-0.335688155763987,-0.956458905410299,1.43441315908264,0.298686165246172,0.252266801910148,1.2563942129288,0.122388387204572,-0.397568808007802,0.658555260499679,0.213801893499812
"gndpc",0.00726763289037941,0.00513961751127669,0.039324486455689,1.93380582016616,0.49640842810524,-0.349726940170817,0.976478055349869,-0.447772794895665,-0.575790292646488,-0.77385722962673,-2.04039185056817,-2.58431033201519,-1.0239747994754,-2.24940486732281,-0.984064896610536,0.725228056906405,0.831910199219251,0.210832352787348,-2.2992224782143,0.934137020526317,-0.428693382802334,0.626342365352424,1.43441315908264,0.478810334028017,0.346380487553106,1.2563942129288,-1.13851457418795,-0.783017545804532,-0.0700135579046049,0.213801893499812
"grbgb",-0.0586295180400634,0.000114063064809145,0.00855436025700077,-0.180034245617889,0.106090178049141,-0.273983278379395,-0.714153986344737,0.39047604930947,-0.825062818215451,0.846214724991024,-0.214744121086301,-0.350479047271958,0.200569650130628,0.255112289894794,0.316759345538306,0.0624290439210837,-1.59295311957981,0.384826163974184,1.31406221652144,-0.725383661905033,0.206404267418004,-0.253063752276526,0.554233061943629,-0.606495758537639,0.116467532445792,-0.746272656401881,-0.0881601413259936,-0.711541068123852,-0.260098716836368,0.0373489463439827
"grblr",-0.0657265872631825,0.00478252428541747,0.00414394917616869,-0.483019796897111,-0.683255850841973,1.20459876807009,-0.714153986344737,0.39047604930947,0.669253676302184,0.847207884257742,0.291308131552823,0.515072976802895,0.562014937629462,0.058902672603875,-0.445874465953491,1.13597461072599,-1.59295311957981,-0.606620278428856,2.17549187675224,-0.293716432370867,0.565510513703138,1.19931490399761,0.554233061943629,-0.38607083108663,0.251708302899944,-0.746272656401881,-0.0462624724864939,1.72672135587251,0.587894786603294,-0.355833522848952
"grbor",-0.0176259418340046,-0.00357958668505934,0.0274901116169229,1.12081026967158,0.10541803636749,-0.0569689864413449,-0.714153986344737,0.39047604930947,-0.49435317069104,0.854083602258101,0.758537120738503,0.43557180353028,0.569048476884848,-0.692064423419897,0.802108442908867,0.667652382417331,-1.59295311957981,0.163090148498277,1.82077626877091,-0.485568534386052,0.282612109666811,-0.0380670717503673,0.554233061943629,0.0782365451784066,0.17883324693675,-0.746272656401881,0.477394879897322,-0.890878545238319,0.595652496130059,0.461309764293865
"grbsq",-0.0521945920014623,-0.00069552008139658,0.0035720518205524,-0.522307888730455,0.28799552085436,-1.33615838913674,-0.714153986344737,0.39047604930947,-0.39368744737566,0.843694010375226,1.7908911581547,0.329213293685212,0.675902312585691,0.126802328086077,0.731925173012157,0.353614102518279,-1.59295311957981,-0.0384880473889115,1.77973524402597,-0.418420298680737,0.369830203000082,0.911078163137886,0.554233061943629,0.557889241380851,-0.236306623226667,-0.746272656401881,-0.0257710422900035,-0.319565330888723,0.170537673914718,0.216692505731597
"gtmfm",0.00561876557587765,0.0012100266383562,0.00994854586019117,-0.0842567577995642,-0.203919831903767,-1.39592627876847,0.7278434743577,-0.159933195914631,-0.898041534151607,-0.851725881933787,0.054868927801755,-0.931340211269574,-0.66727251892684,-0.656400546815484,-0.0808628643407971,0.201236682215832,0.343507852939893,1.07098773339544,-0.41327416114712,0.991692651130873,-0.923013639372956,0.614472715146888,0.476370976427487,-0.053679909789819,0.500771225688232,-0.223837820924312,-0.191822425902379,0.0474543449682217,0.284097359508995,0.634624365360195
"gtmpc",0.000976517578639431,-0.0132178267711589,0.00981427159909232,-0.0934811045273458,0.498719889925765,-0.408054593294745,0.7278434743577,-0.159933195914631,0.245591455075911,-0.860635029868696,0.0361040817308653,-0.71940303784245,-0.680301382204032,-0.219176107856297,0.655804128278326,0.500331206138048,0.343507852939893,-0.315392832265523,-0.709555766127163,1.09721130723922,-0.740351812163283,0.382436991818949,0.476370976427487,0.138128713904824,0.424389749895085,-0.223837820924312,0.0646943188117825,-0.309978717583361,-0.00137548506332443,-0.594950269741133
"gtmpi",-0.00943902765907863,-0.00822563120569805,0.00315860794953436,-0.550710574305013,0.123195761545898,-0.85570473374403,0.7278434743577,-0.159933195914631,0.0892634334599601,-0.811768283415261,0.291308131552823,-0.71238202584857,-0.595349260811814,-0.302810292891072,0.342248209939358,0.691749726781027,0.343507852939893,0.64144051202794,-2.29893265578549,1.04924828173543,-0.747685137427995,0.471007094826826,0.476370976427487,0.346887999193491,0.583061031434637,-0.223837820924312,0.215920397340613,0.298771723316587,0.0421513471137189,0.395282576934536
"gtmss",0.00417702148113548,-0.0129415626221047,0.00857817433564398,-0.178398270736255,0.0129224679366682,-1.91105367601903,0.7278434743577,-0.159933195914631,-0.645356587389997,-0.834942763607357,0.161812309236455,-0.806137630732183,-0.39420452906,-0.0601151395012498,0.0579081061034048,0.361538940384714,0.343507852939893,1.04048576954409,-0.414994103426065,1.01087786133239,-0.867746856752862,0.58915585348943,0.476370976427487,0.194596944355751,0.749117978561312,-0.223837820924312,0.0743755858050055,0.146317311533961,0.274648352285356,0.921792136702921
"hudtn",-0.0362893648290336,0.0581843122336301,-0.00920791994924586,-1.400263870846,-0.357742016884852,0.578263235245136,-1.94405714598021,-1.57234093863954,0.273938403241053,0.714346819201052,0.161812309236455,0.292082025786609,1.15120715137492,0,-0.376591875848636,0.510748820946618,-2.34614007102543,-1.68400268855222,-0.0137972356139283,-0.370457273176941,0.924111536137076,-0.299241344213683,0.269867184406412,0.39284726768133,0.0803281858891492,-1.70406985477742,-1.49053859839975,0.356807088036284,0.0677751990368139,-0.035497495797497
"hudts",-0.0242750584317992,0.0193956534450824,-0.0155806786678519,-1.8380583934287,-0.429943021365541,-0.0337859613551161,-1.94405714598021,-1.57234093863954,0.251812306674306,0.713136196253357,-0.0219731888893221,0.111047025425885,1.11382096576771,0,-0.360073442179357,0.521364052343895,-2.34614007102543,-1.68400268855222,-0.0131472072133386,-0.428012903781496,0.870005410818,-0.592372186460579,0.269867184406412,0.194596944355751,-0.100165000620404,-1.70406985477742,-1.69102235036616,0.822876036527494,1.10119521590038,-0.035497495797497
"jacb6",-0.0333440999618176,-0.00573203599618223,0.016210221003153,0.345906567194568,0.0884726901273417,-0.543308062320254,-0.510093560318184,-1.91599157263497,-0.56668917323477,0.392379138534042,-0.79705993352225,-0.205280516585397,-1.28685210760032,-1.58586489009448,0.360810298009276,-0.317904928799892,0.661808279979099,0.727774331450677,0.203769510721028,-0.600679795595163,0.949018154334272,0.0767773327494993,0.730269081371431,0.194596944355751,0.320642857375933,0.124452069394067,0.0338145273875554,-0.232134026719436,1.40269453717262,-0.269070445367067
"jacb9",-0.0126031623167801,-0.017055214446901,0.0140411019802824,0.196892856025789,0.238856204651806,0.0667323247824017,-0.510093560318184,-1.91599157263497,-0.282887325576468,0.391111167005098,-0.83488056507678,0.0513774087346306,-0.721492369009126,-1.38376392091989,0.407353394047646,-0.527758061583729,0.661808279979099,0.617702027117541,0.40846024559586,-0.408827693579978,1.0991590883314,-0.363237822763752,0.730269081371431,-0.053679909789819,0.18218402662968,0.124452069394067,-0.568143894201689,0.0367143733861687,1.26829303343898,-0.269070445367067
"jacba",-0.0377186961548132,-0.00384914151371331,0.0159391323036765,0.327283369140894,-0.509509347050325,2.19653331702032,-0.510093560318184,-1.91599157263497,0.648599793531341,0.403303890467944,-0.873902050213327,-0.900611685175582,0.619997968000254,-0.238493437463416,-0.766963728478798,-0.336410470571704,0.661808279979099,-1.53812373100228,0.129300692637245,-0.523938954789089,1.60657157099226,-0.923923273316994,0.730269081371431,0.557889241380851,0.0902787424985945,0.124452069394067,-0.131973800794618,-0.0600859395225208,1.93508566772905,-0.368586362886951
"jacne",-0.0541472959430281,-0.00135340041866092,0.0159054642838538,0.32497045015001,-0.0405683167619138,-0.0171398039539049,-0.510093560318184,-1.91599157263497,0.787496749869295,0.397472262978752,0.321657168405625,-0.535364487807259,0.171155209531191,-0.304747046227522,0.131941258033833,-0.159278127564143,0.661808279979099,-0.385414731889494,0.10862569234107,-0.6390502159982,1.83517501851876,-0.246432909841084,0.730269081371431,-0.205963125078002,0.452878841682403,0.124452069394067,-0.0345616037750467,-0.498549355499629,1.47944345474499,-0.298259379884773
"job09",0.0602874892726571,-0.097487787679275,0.00975958718031547,-0.0972378039519178,-0.293476518905031,1.77805620030434,1.37955695823968,0.753518271603348,-0.470082445207426,-2.35343176546606,0.840810667904856,-1.76292428642215,-1.27834592036154,3.24860426499692,-1.16471455174148,-2.52376063473035,-1.16599537041247,1.27442257056054,0.0193539233294343,1.98932358160984,-2.06113910072728,-1.1793062926867,-0.573074524007483,-1.29110462693795,-0.475123852098868,-0.833345128981476,0.549507033027967,-1.54687471763321,0.194409701462147,0.549045059816203
"job10",0.00182479655430033,-0.00754212347103809,0.0179889078596547,0.468098446339902,-1.11129787933597,-0.471374323361128,1.37955695823968,0.753518271603348,-0.971235983441397,-2.35399768798874,0.855460108835222,-1.66693957326123,-0.974926978970339,2.11359942823216,-1.69385737481585,-3.13205516240175,-1.16599537041247,1.25147978905496,0.332649221354891,2.00850879181135,-2.02708879518233,-1.95303463301843,-0.573074524007483,-1.97546676346073,-0.152902112167918,-0.833345128981476,0.016063146357045,0.35383353283764,0.54970695074191,0.549045059816203
"job19",-0.0117918539426999,-0.0091026246802381,0.0138087018581271,0.180927478232638,-2.09481004661185,-1.64141309379111,1.37955695823968,0.753518271603348,-1.89813587622274,-2.3534497951266,0.384475548399825,-2.27625780216894,-1.75838687376786,0.631211282893655,-1.69385737481585,-3.59514896921814,-1.16599537041247,1.1818557411334,0.0788264299662368,1.91258274080376,-2.03796466967352,-1.97343821946239,-0.573074524007483,-1.97546676346073,0.24676361753473,-0.833345128981476,1.13634663662814,-1.03134989444704,0.499108580756562,0.549045059816203
"job20",-0.0123148877465402,-0.00283097381374632,0.0237675129195234,0.865075917963455,-2.68156687688283,-0.808522863372436,1.37955695823968,0.753518271603348,-1.62830976878108,-2.35505374734235,0.510262894869259,-2.25965323971417,-1.20752422373289,1.6977208648967,-2.0956181351179,-3.12019323353107,-1.16599537041247,1.17522487942658,-0.0268872356913258,1.87421232040072,-2.07379647061941,-2.26141592066377,-0.573074524007483,-1.29110462693795,0.426052045768996,-0.833345128981476,-0.127445360604625,-0.186475859884726,0.587735336698301,0.549045059816203
"kachd",-0.0124950139484298,-0.0145955644689241,0.0292470231212939,1.24150622996746,-1.54439729022381,1.40892177751374,-2.55557355164273,-0.802119881621361,-1.32160327260705,2.95092420942625,-0.457524217027498,0.663942819560207,0.588694308852934,-0.293328868946206,0.592748602481407,0.00132260523634821,2.63747485961255,0.856943517499441,-0.119555412791494,-2.42327476473942,1.19806476368779,-0.306829964730677,-1.24844348315838,-1.29110462693795,0.338774105663931,1.16932174034921,-0.80180595875508,-0.671247320093388,-2.14213136606691,-1.1173459184771
"kacsd",-0.0693958358602482,0.00615846519437319,0.0141661176179817,0.205481155667848,-1.37931402440769,1.92867307375833,-2.55557355164273,-0.802119881621361,-1.20186610864852,2.93042183697407,-0.760368446322216,1.09734776137121,0.671341461953494,-0.0303847986140415,0.543128590090382,0.0379590393779641,2.63747485961255,0.882671260921885,-0.252878266783083,-2.31775610863107,0.33810675239677,0.734312220573497,-1.24844348315838,-1.97546676346073,0.335843268930508,1.16932174034921,-0.556115608749744,0.590099883413452,-1.74878393689235,-2.01040439425554
"kacss",-0.0813530904049514,-0.0046390401704044,0.0119986467597427,0.0565806697881294,-1.11848788447595,2.60163466204206,-2.55557355164273,-0.802119881621361,-1.22786815430965,2.93042183697407,-0.613998850422198,0.920589860555248,0.646309774524285,-0.026196221047987,0.471321822230005,0.0877564845747784,2.63747485961255,0.841825152807902,-0.0852777855650433,-2.35612652903411,0.468424203488626,0.357817058830618,-1.24844348315838,-1.97546676346073,0.303648413790447,1.16932174034921,0.437195279477637,0.111823707353862,-1.57811310935359,-2.01040439425554
"lksba",-0.0148742536243295,-0.0032018719881895,-0.00520713218184036,-1.12541854122883,0.881258218107785,-0.473874724388729,0,0,-0.129540770354636,1.31090783413924,0.528131360785353,-0.32394328390223,1.03731288408551,-0.018727783800156,-0.641145922184974,0.404565765980318,0,-1.68638979876668,-0.0328381028964485,-0.658235426199718,1.06983592560789,1.19423863115656,0,0.0782365451784066,0.221709819104948,0,0.71756693558686,-1.34348936015346,-2.2456019860478,0.199747477330061
"lksbl",-0.00366243131915037,0,0.00775931062716424,-0.234652408409398,0.116564443131398,-0.592774758712638,0,0,-1.01655073026102,1.31433003178175,1.70641775434937,-0.525595827970533,0.912064700275361,0.0723330667779351,-0.592178780584032,1.54415545834413,0,-1.68665503323495,-0.0242802958542545,-0.428012903781496,-0.1877035129649,2.76558674261267,0,0.0782365451784066,0.447208847078664,0,2.06843619260943,-2.24028215762346,-0.45730933832412,0.199747477330061
"lksol",-0.0363211167182227,0,-0.00298720163813349,-0.972914190214976,-0.0966682822629953,-1.28302726176253,0,0,-0.403248173034009,1.30264143850925,-0.545352539098321,-0.785027689879701,0.348614472636565,-0.0593482573022771,-0.646754846104514,0.352722538715167,0,-1.68665503323495,-0.00428458630918651,-0.0826791201541636,0.294831794105166,0.00620205760835007,0,-0.053679909789819,0.120529125298317,0,2.57407714669606,-0.0746601031883605,0.814208935854042,-0.435818005647312
"marab",-0.0175714907061831,-0.00409154648867841,0.0165465121596499,0.369009030791299,0.295498585642305,-0.917174602776584,1.24682256762941,-0.490968278753614,-0.698269535973418,-1.07547205924245,-2.4934912073314,2.86876887101604,-1.67905898990043,1.68419211987198,0.105497372366271,2.54348106847686,1.08439903821214,0.711064559949502,-0.148513931307748,1.04924828173543,-0.599591270908799,-0.497882080903734,-0.898064098335732,0.194596944355751,0.510564447631868,2.78016248307171,-0.897611656047921,0.466585200847143,0.253058851290596,-0.545343350399627
