"reserve","station","do_pct_trend","domgl_trend","temp_trend","spcond_trend","turb_trend","do_proportion_below2_trend","chla_trend","no23f_mdl_trend","nh4f_mdl_trend","po4f_mdl_trend","do_pct_intcpt","domgl_intcpt","temp_intcpt","spcond_intcpt","turb_intcpt","do_proportion_below2_intcpt","chla_intcpt","no23f_mdl_intcpt","nh4f_mdl_intcpt","po4f_mdl_intcpt"
"gtm","gtmfm",0.145266493728873,0.00561876557587756,0.0578486938534795,-0.0776395249246351,0.0509092199450171,0.00121002663848126,0.0233475151264038,-0.0409292717762291,-0.0632161946297099,0.00309372626011344,-201.140524018124,-4.81240310880906,-93.5587871268131,208.414383904366,-95.5686382316265,-10.0369653784006,-45.8304468802479,77.504237834323,123.653986899551,-10.5955728123316
"gtm","gtmpc",0.0838666615055123,0.000976517578669803,0.0526823558464467,-0.136261057875822,0.0157469268050361,-0.0132178267690989,0.0231528752023482,-0.0129842269129361,-0.0504314078508286,0.0202262161305868,-99.2668514816405,3.53073008971333,-82.3040611132864,297.73574156245,-22.0695129679194,22.1136178947521,-44.8197962388777,21.2774376809008,97.8775668105923,-44.1231733424949
"gtm","gtmpi",-0.179023709033996,-0.00943902765887797,0.0546543930955994,-0.450731170597639,0.0887914190221426,-0.00822563104689042,0.00812991301220653,-0.0168215481329088,-0.0504169632867001,0.0325486853053139,441.414624030447,24.9186994128034,-86.5568339182473,950.604980312151,-167.250711104242,8.32063090581276,-14.7833309805628,29.3037884500131,98.1289170800264,-69.3996481662965
"gtm","gtmss",0.115836738654838,0.00417702148100533,0.0572850070952583,-0.0779798283727307,0.165235910201023,-0.0129415626253154,0.019979195115321,-0.000664374372371721,-0.0543236159102715,0.0146880668137762,-145.358523161362,-2.12086834814711,-92.4962548355024,208.276731202766,-323.791529117402,18.4395033713572,-38.8145956440653,-2.89681066869132,105.932865146395,-33.7437269989775
"hud","hudtn",-0.295305878871118,-0.0362893648290326,0.0375046037153135,0.0013999745271179,-0.142642177964096,0.0581843122446599,-0.0314174152418655,0.00400908629132199,0.00788223500094035,0.0144747516214643,683.627444473869,82.3782649432459,-61.2924452692369,-2.57542903022284,301.354786809794,-122.990141922615,64.0331268041613,-9.23403948357362,-19.396980561406,-33.8558818695799
"hud","hudts",-0.198500042202765,-0.0242750584318003,0.0309779663982999,0.00152858751103206,-0.225732407202972,0.0193956534423189,-0.0430157856498123,0.00234542087634888,-0.00587055710930515,0.0200683787926241,488.685658164862,58.2062279163922,-48.1120166861453,-2.83881405333778,466.748499539973,-44.0545408821265,87.3813338041992,-6.0332978079027,8.25043716187154,-45.1867252836364
"jac","jacb6",-0.256783120651742,-0.0333440999618135,0.0458767610433204,0.0444471835852672,-0.0320130648573729,-0.00573203599527814,0.0362567609005315,-0.0614288997146474,-0.016826521660598,-0.0300179283657473,615.985735390932,75.7698362370786,-78.6848635803371,-43.9846489185334,74.6952165939373,1.49504508948234,-71.3147432487503,118.096138526424,29.2212782576616,56.2611953488433
"jac","jacb9",-0.00945909865504211,-0.0126031623167784,0.0360797048481497,0.0849467774092233,-0.0957527339771912,-0.0170552144455845,0.0314304869076542,-0.061709158521846,-0.000939796590038915,-0.0424711846618984,115.673633208276,33.8378965591272,-58.3900761133162,-127.70160970251,200.952200900328,24.8058193420688,-61.5388534796668,118.863311430795,-2.81582083662511,81.3090719050389
"jac","jacba",-0.254653482712952,-0.0377186961543528,0.0235958919655578,0.0297129705939659,-0.13806142869969,-0.00384914150971977,0.037643181835649,-0.00669870635116587,-0.0612779214564533,-0.0391032840380328,597.012381597024,84.5104933234505,-32.4522894222427,-55.8690920591513,291.54660482025,-2.41312353595921,-75.0648191198927,11.1038502043567,118.867822573716,73.3639344989195
"jac","jacne",-0.400272281560371,-0.0541472959440798,0.0386803977593428,0.0256222670507691,0.0288619103295338,-0.0013534004185191,0.0347371392302649,-0.0143730243564864,-0.0454526849908868,-0.0363231643105163,894.075596423433,117.662869318456,-63.2512241701345,-27.2209365892765,-50.9751322498063,-5.31057844703948,-68.6518100712247,25.8247591088903,87.9978666841523,68.7758016577098
"job","job09",0.959238409741492,0.0602874892726559,0.0179097201126534,0.00795917943171978,-0.39834511091292,-0.0974877876805923,0.0231433568546941,0.191628988136895,-0.114223687300513,-0.13782905822253,-1863.70899375351,-117.151362839696,-7.0345213128068,39.7025412806768,805.758175802313,193.55329077392,-45.3300204078503,-390.809310931643,226.814999973442,271.521101128518
"job","job10",0.0382400790449279,0.00182479655430044,0.000682449789643094,0.0699469988859968,-0.250009992256282,-0.00754212347181197,0.0410826266787097,0.165691256302946,-0.105879673389662,-0.103522490306997,4.53919765123224,1.47145493972209,27.6593976941113,-85.5855850500495,505.068082886604,11.4757893381369,-82.2313845878822,-338.335394936857,210.102029754458,202.0891371862
"job","job19",-0.190969039792694,-0.011791853943251,0.000228158431761022,0.0197262599675836,-0.0660234510280665,-0.00910262467983025,0.0314137832806536,0.14195858159852,-0.141286971042172,-0.132735671744924,483.120101827546,30.0404730475023,28.0949061911266,14.3153555258007,134.418627178178,11.5180423481889,-63.7569945998128,-291.256301282901,280.933156314193,260.833020243282
"job","job20",-0.288018270986094,-0.0123148877464795,-0.0061837428087747,-0.00118997995539066,0.0165121664681043,-0.00283097357879834,0.0531206109605457,0.145870369442896,-0.138823816953417,-0.108915275919448,677.011191753735,31.0346737579446,40.7605502343056,56.1982390701781,-31.2186823481098,-3.84034190717275,-108.024496885642,-298.850771792088,276.049587708405,212.953828264011
"kac","kachd",-0.0245564614529516,-0.0124950139483142,0.0373356410309358,-0.0195250723350391,-0.0236663255380892,-0.0145955644667989,0.0673312767193648,-0.0117404851660104,0.0245037548417822,-0.00589443593898242,146.399808742299,35.038848739058,-69.0718209191152,87.4118542289131,49.6489101852232,21.392542203176,-135.468153561577,21.056927751136,-53.4834053277001,8.18467886444434
"kac","kacsd",-0.552387753167457,-0.0693958358602508,0.0605169527858382,-0.0459039968030014,-0.0250155393256599,0.00615846519430941,0.0335163250734551,0.00249724167713059,0.0419952597873127,-0.00793771368055415,1210.35285146106,149.519919661059,-115.060976906738,140.939964677635,51.264519047476,-19.1218834861461,-67.2203994879909,-7.35929650099252,-88.8376819185573,12.3521324916209
"kac","kacss",-0.616971128353579,-0.0813530904083585,0.0521341863948599,-0.0127429872499201,-0.0398364749284447,-0.00463903996353115,0.0285221360039458,0.00226199376948127,0.03631296351808,-0.0051238279490182,1347.43029692072,174.421469789588,-98.1173336492299,73.4928072656585,81.0977147856183,-0.556330902680608,-57.1734886495267,-7.0559247770394,-77.3415450085754,6.54120554647297
"lks","lksba",0.218661520131531,-0.0148742536234838,0.0707573384491262,-0.00236740356870629,-0.0775569936317637,-0.00320187198993179,0.00275375377533931,0.00253121574501467,-0.0246168008141018,0.0220797841872074,-354.509615475275,39.6420160510285,-130.130198954081,4.98191885680611,165.265215496486,-3.19289239747955,-3.35381875654971,-6.37635442315448,46.797722329063,-49.611978881432
"lks","lksbl",0.265527886177743,-0.00366243131916472,0.10574382824907,-0.000674177398010026,0.0262517223197266,,0.0264629241672969,0.00814103418702267,-0.0413382782103595,0.0634989627875131,-446.479867245177,16.9101342905595,-199.916295447068,1.55101665200101,-43.8107709692124,,-51.8472445403295,-18.0206290553357,81.2969197636907,-133.171764712712
"lks","lksol",-0.302184721494319,-0.0363211167182208,0.0443053834912874,0.0032821233858546,-0.124135632988381,,-0.0067922433041,0.018885633284454,-0.0627337795252125,0.0278852717671648,704.691974927644,84.0751650743078,-77.7299598800396,-6.4294102567352,257.512588945029,,14.9189543859882,-41.2466030874558,122.658523294667,-61.4331307796032
"mar","marab",-0.142719209922346,-0.0175714907055566,0.0330818141032088,-0.0252547319506465,0.05541754001818,-0.0040915464887901,0.0379716620878397,0.216540800442635,0.132666131000605,0.130367994166838,384.394389481147,42.4658428582371,-43.1102818332847,94.0231416457839,-101.136401631292,0.0257640169853846,-74.8127434539107,-442.272013878506,-273.339215633975,-266.958814566736
"mar","marce",-0.125602309947642,-0.015326281448105,0.0396025588469317,0.195878978019568,-0.280456124519955,-0.0046370515550017,0.0364965020909084,0.237829043089487,0.116384950601727,0.0737618469856418,349.718904057682,38.1562780005786,-56.5108339062028,-358.847834822205,578.669970080581,2.10489327092842,-71.8521560764926,-485.06830621731,-240.273774702398,-151.958668959783
"mar","marcw",-0.124858496755202,-0.0169001016512266,0.0488111717494896,0.523114353911871,-0.93300422276249,,0.0323707431428469,0.247362668130123,0.115908503891929,0.0490710201714494,348.549217138416,41.4220662821144,-74.9090838102465,-1021.21666728854,1903.67301369182,,-63.4877564574285,-504.39249385715,-239.619096459538,-102.046731130498
"mar","marmb",-0.112012459160626,-0.00223753941339119,0.0367100672062825,-0.259070684242843,-0.826994566333318,0.005014593203257,0.0326916238974269,0.240058192097141,0.100608561409556,0.0663575104449926,322.945028496664,11.7497787307007,-50.5566629455174,561.456482075155,1687.7605521742,-18.113564267509,-64.0629566346228,-489.690894364619,-208.856044039356,-137.475907087448
"mar","marsc",-0.376081024037031,-0.0283526112625668,0.0620132157711401,-0.0313769727386978,0.193543968707387,0.0142759466552661,0.0355016182138491,0.217730780230054,0.127530829876898,0.176840044318115,851.999768838244,63.889781188689,-100.954157872971,112.993910215271,-381.15699948478,-38.0913095893164,-70.1929416396537,-444.554999692099,-262.879313623471,-361.583118546231
"nar","narnc",0.229859752831322,-0.00249284845449104,0.0384801747041957,0.196999329017038,-0.0148929103857698,0.0138041653221108,0.061662241975521,-0.0654951158496281,0.0128280663604004,-0.0106986725588942,-378.301004444723,12.6752517300941,-64.0250082330545,-353.484437894249,32.2176859153979,-31.2442793281702,-123.55392012403,126.607048657154,-29.7134029992528,17.8548799378458
"nar","narpc",0.140857902272057,-0.00259233564276624,0.0557273848481473,0.0231577324966489,0.00266968520199612,-0.0208102773774532,0.0329369667131133,-0.00779381825284447,-0.0436939878568687,-0.0334770132131428,-187.192075769829,14.1433050517844,-99.6448459276988,-1.78078390415313,-4.3740780100145,36.1106395002093,-65.3471517938089,10.9402141785394,83.5571726103623,63.1610190335551
"nar","nartb",-0.155089276202311,-0.0317084245674418,0.0802777151390725,0.0161550672006104,-0.0239632923417032,-0.000502820862881104,0.0325506974501322,-0.0373555771973187,-0.0244641265102926,-0.0386890364137739,404.248563526012,72.271115362442,-149.705099768839,14.8904528578348,49.3879622793124,-8.40814569025256,-64.897891778575,70.2329644956437,44.6639024989963,73.6128957030305
"nar","narts",-0.44784025755973,-0.0537863472091951,0.0630962248555861,0.0292578079370672,-0.0350910041667261,-0.000685278155349432,0.0339420301994967,-0.00185953956146877,-0.00744394930402121,-0.0397737905989037,998.348167966578,117.084815845801,-114.596499669275,-12.5245775595846,71.2758921304757,-8.62563278865576,-67.6640722400981,-1.48302992122736,10.2626886960845,75.6469479130913
"niw","niwcb",-0.0600567743857379,-0.00755774589602724,0.0333353744078005,-0.0832329075778279,0.257323738878307,-0.0275645270988151,0.0402505537292172,0.00290732409322884,0.0474283885750035,0.00447567288834276,204.769067360036,21.5590432077047,-46.833953008843,218.245120438087,-508.058549029818,50.2882907415087,-79.4732126284835,-10.6913736971097,-98.5402387517118,-13.3859444687762
"niw","niwdc",-0.0103647071317513,-0.0075999367723274,0.04588722284477,-0.085268221526189,0.146463704940757,-0.0449593004592397,0.0293527196348037,0.0201801337512278,0.0402821110106645,0.00599729040432571,105.905012365033,21.7625954180091,-71.8002927923504,221.524830649865,-285.592421188126,84.3268212088011,-57.5057385439836,-45.781025953004,-84.250172451636,-16.5588078771144
"niw","niwol",-0.12807599268113,-0.0147198159470354,0.0452660235217503,-0.0786013735719948,0.140821078135242,0.00346655429279274,0.0343381196017795,0.0120627411280673,0.035389604355834,0.0155818148937851,336.911637689348,35.6622436497126,-70.5090924446832,208.427348384734,-272.431619770101,-11.9012698452545,-67.3432925858715,-29.4999593663679,-74.2570960900424,-35.6243973957723
"niw","niwta",-0.194373785639604,-0.0210584142947591,0.0449285195258735,-0.267413885006547,-0.756714080969915,-0.0233669440373948,0.0198115404408759,0.050027887233334,0.00884524694636646,0.00413584059648688,468.866120898425,49.3670577349895,-70.4185648329385,550.746352609871,1556.34701955677,42.2969096971156,-37.7893095178501,-102.780216678453,-20.1888999118251,-11.628394517921
"noc","nocec",-0.282748108017997,-0.0269210158690043,0.0454536785234559,-0.193792153146049,0.180085324047775,0.00976828066847801,0.0795376667776356,0.0474862783064858,-0.0691759548971739,-0.00821901924185721,660.948423816453,61.7046742124582,-71.5864915101215,424.636103384619,-350.339235418467,-25.0025462463615,-158.24860297075,-98.7469826202894,136.020420316505,12.0694139425356
"noc","noclc",-0.162131593971592,-0.0263934386053515,0.0717472590474807,0.124599647506524,-0.0764360262616361,-0.00227715481152666,0.0582748041875368,0.0545990121040382,-0.121095062768577,-0.0486312509447225,420.581925457636,60.3727852387739,-125.020898546118,-200.538068559549,159.021985680949,-3.66000054503859,-116.375164864966,-115.881626962907,240.351138314738,91.8734113937281
"noc","nocrc",-0.0986265469962142,-0.0230595825142505,0.0589824533908134,0.237674136569239,-0.192176894852115,0.00827436441349898,0.0437468584988734,0.113238442453065,-0.129588008332574,-0.0438546897015893,288.883664486501,53.4118959403662,-99.1325995090165,-430.618707826907,393.544681933714,-22.6952728006179,-86.8892934941344,-233.819290086027,257.554995464833,82.4386734984161
"noc","noczb",-0.0359384770169843,-0.00720178113191759,0.0373791355301483,-0.127607873497839,0.629209219728293,0.00683731654835718,0.0874792077691619,0.0336119576115596,-0.0708217091306875,-0.00960074192126468,155.945442040976,21.423347117137,-55.1318622544792,291.381321423469,-1242.89677775066,-17.0304119333714,-173.855590195174,-71.103944642721,139.353889227353,15.4342080870658
"owc","owcbr",-0.0531341109543346,-0.00998910513520324,0.0299507177446842,-0.00524751026881243,-1.47223493980974,-0.00730364016063321,-0.00238248687580581,-0.0664447496254156,-0.00607888471127557,0.0133741097884582,190.961870538189,29.1213451920942,-47.3320699039869,11.218056376373,2983.20403972021,9.7611626245847,5.4132854455567,134.109265550811,8.62394020286492,-30.942781408709
"owc","owcdr",-1.42321559010623,-0.143303556228095,0.00622657103102612,-0.00705774831675038,0.141157768402153,0.0722646361735853,0.0526683039875651,-0.0185994428796544,0.0105851599787516,0.0217284288621659,2935.93510472852,296.019971709871,1.16071101314385,14.851592101385,-266.110780278228,-147.969667194392,-104.936803716586,37.4576463887333,-24.6032779359136,-48.0017673537446
"owc","owcol",-0.694836756610929,-0.068182925976686,0.00837738763975547,-0.00657676748346143,-1.73457525443965,0.0324265624718256,0.0602831446644954,-0.0838277396574166,-0.0556763051170748,-0.0340131559505138,1479.19949930511,145.734847325122,-2.18966267674542,13.7391147832814,3527.65843933178,-68.4697247223361,-119.032721476987,168.289098032856,109.183420064116,63.647752987614
"owc","owcwm",-0.525108721744016,-0.0541103918921887,0.00757149817400018,-0.00610095180144616,-2.50791458833664,0.0333525376188179,0.0495051544195521,-0.078976867931171,-0.0661606487985291,-0.0368361897395915,1138.13151541155,117.731001851784,-2.02547675151667,12.7630346820089,5087.26248109575,-70.1477001665018,-97.2295181012654,158.357533817683,130.407499781293,69.305062585481
"pdb","pdbbp",0.128639974055926,0.00605089479511039,0.0147705818346615,-0.0202076652340747,-0.048300158398397,-0.012967019200927,0.0177797084587725,-0.0190504008939116,-0.0178077217106099,-0.00879065314226207,-153.003760501366,-2.4518862217177,-18.3517153146248,85.487330369383,99.4611681656231,19.6845023549748,-35.2891144707801,35.5122624005737,31.6724366977038,14.6814490599026
"pdb","pdbby",-0.0426501105726853,-0.00681720793961753,0.0172520185140014,-0.0227168968232732,-0.0237833626693358,-0.00587480514425507,0.0146266547558941,-0.0335187468294373,-0.020952410360759,-0.00201726633795138,179.712582764471,22.4443819248877,-24.1502558649857,91.0983118502488,50.263848362145,3.84173361632385,-28.9618699900337,65.3050376681885,37.9571088500509,1.15148094308277
"pdb","pdbgs",-0.12286531522095,-0.0131118686352382,0.0114765949087061,-0.0391906720147773,0.0140577947536235,,0.00990608426206772,-0.0060026974357297,-0.0216158945565589,-0.0132567983509022,339.633692673308,35.0396652605218,-12.5730328547376,124.345516612663,-26.9680048458545,,-19.2638372855263,10.3476441326354,38.781534906845,23.6363521140545
