"reserve","station","met_stn","latitude","do_pct_trend","domgl_trend","temp_trend","spcond_trend","turb_trend","chla_trend","po4f_trend","nh4f_trend","no23f_trend","temp_median","spcond_median","domgl_median","dopct_median","turb_median","chla_median","nh4f_median","no23f_median","po4f_median","dailyPAR_trend","precp_trend","precp_median","dailyPAR_median"
"del","delll","delsjmet",39.1144,-0.409623555063978,-0.0438224821327628,0.0441440762295412,-0.0255277247741342,-0.668184121710472,0.0344663633071686,0.0149700042187107,0.0124502598273618,0.0109038479224816,16.1,3.455,8,77.4,33,17.19,0.106883333333333,0.888,0.024,171.108948392219,0.024031817294634,91.5,30373.75
"del","delsl","delsjmet",39.08498,-0.335340099234054,-0.0382500115283184,0.0493930160001104,-0.0156064274160348,-1.15355790026606,0.0421673450665094,0.00181782793773117,-0.00246042706937894,0.00104537067099688,15.4,16.2775,6.8,71.6,37,11.135,0.144591666666667,0.603,0.043,171.108948392219,0.024031817294634,91.5,30373.75
"elk","elkap","elkcwmet",36.8457,-0.892642313168236,-0.0726495841204949,0.0458665741891781,0.0438725498653991,-0.117609529655064,0.049527064195026,-0.0256550555923166,0.00661006014175162,0.0117744102747145,16.8,50.495,6.15,75.625,5,4.015,0.0577,0.019825,0.0601,446.890294228514,-0.0420060415510452,9.95,32026.25
"elk","elknm","elkcwmet",36.8346,0.354526271529182,0.022959622903291,0.0326050325221121,0.0602097021136607,0.0053788695407176,0.0369328601033537,-0.00516796941534301,0.0336276047319265,0.0288620555269859,17.2,50.18,6.3,75.625,6,5.85333333333333,0.07065,0.05525,0.045,446.890294228514,-0.0420060415510452,9.95,32026.25
"elk","elksm","elkcwmet",36.8179,0.234696355638323,0.0141947985850391,0.0411903432811631,0.0668701605889944,-0.116462128014107,0.0309999358263684,-0.0245299957431554,0.0177910898229985,0.00954420932462838,16.2,49.95,6.9,85.9,6,3.525,0.0664083333333333,0.0808333333333333,0.0443166666666667,446.890294228514,-0.0420060415510452,9.95,32026.25
"elk","elkvm","elkcwmet",36.8111,0.136116801609548,0.00675956045533518,0.0216350775891158,0.00884866269608201,-0.117626454389902,0.0440807806157865,-0.0289575337497193,0.0228060933897028,0.0279853348395284,13.9,49.935,7.9,92.7,4,2.44,0.059,0.1382,0.0377,446.890294228514,-0.0420060415510452,9.95,32026.25
"gnd","gndbc","gndcrmet",30.3836,-0.387587828959351,-0.0251998701450245,0.0221023757579061,-0.405491459194181,-0.0668778222094578,0.0918339036360191,-0.0172894013268805,-0.0968026121155601,-0.0914213154496237,24,27.7675,6.2,79.45,8,7.38,0.0105,0.00458121813570273,0.00396586819401764,136.317728178012,0.0616024034684227,112.5,36946.45
"gnd","gndbh","gndcrmet",30.4178,-0.216335657488753,-0.0158195694773018,-0.000580307273287394,-0.428971591273281,-0.0563398759811005,0.0828995569017068,-0.0292824243746763,-0.0818067510419275,-0.0695030068662041,23.2,29.005,3.7,47,7,5.8625,0.032,0.0055,0.00333345554294646,136.317728178012,0.0616024034684227,112.5,36946.45
"gnd","gndbl","gndcrmet",30.3571,-0.0921120473116399,-0.00312667772078958,0.0228714773361406,-0.413775635919138,-0.0634900542863856,0.114250078444515,-0.0560029216863508,-0.129802641398562,-0.161337759177395,23.5,33.43,7,91.6,10,6.635,0.00515667337157225,0.00150064167261641,0.00637122718904321,136.317728178012,0.0616024034684227,112.5,36946.45
"gnd","gndpc","gndcrmet",30.3486,0.0538282740594661,0.00726763288990143,0.0581129748189033,-0.450788514108427,-0.0201647195926859,0.0905479762083183,0.0261430833024459,-0.155069635552657,-0.129602880558839,23.7,35.96,7.4,96.875,12,6.785,0.005,0.00186532459688491,0.004,136.317728178012,0.0616024034684227,112.5,36946.45
"grb","grbgb","grbglmet",43.0722,-0.434994806675601,-0.0586295180394523,0.0385327602613922,0.264126904991734,-0.126005391555875,0.0196971431216597,-0.00482249639226506,-0.0312622421008523,0.0189675147435325,15.05,39.24,8.5,98.75,4,4.67333333333333,0.02525,0.052,0.0221666666666667,346.221903350436,-0.0631479775771535,86.5,27792.4
"grb","grblr","grbglmet",43.08,-0.541424762066606,-0.065726587263169,0.0708703630339908,0.43456721031611,-0.0637471598922606,0.00954179559658737,0.0548586968354367,0.0166681480450387,0.00729007953802937,17.3,20.55,8.6,93.25,5,2.15,0.03865,0.108,0.009,346.221903350436,-0.0631479775771535,86.5,27792.4
"grb","grbor","grbglmet",43.134,0.0210572818603219,-0.0176259418334648,0.0433197193812459,0.364384072542034,-0.0972952689544421,0.0632983212108085,0.0288234437418449,0.0122629645486035,-0.0373178299988372,16.3,35.06,7.9,91.9,8,4.5525,0.057,0.108,0.0382,346.221903350436,-0.0631479775771535,86.5,27792.4
"grb","grbsq","grbglmet",43.052403,-0.323955152799792,-0.0521945920014537,0.0644526942020432,0.356263798640211,-0.288405347104316,0.00822496652032334,0.0113652376366608,0.00636960565233779,0.0113233831878384,16.65,31.26,7.9,93.1,13,5.5395,0.1345,0.135,0.036,346.221903350436,-0.0631479775771535,86.5,27792.4
"gtm","gtmfm","gtmpcmet",29.737041,0.145266493728873,0.00561876557587756,0.0578486938534795,-0.0776395249246351,0.0509092199450171,0.0229073734043343,0.00290068282123164,-0.0634785336926555,-0.0351798052307296,24,52.175,6.3,91.175,7,3.475,0.032,0.009,0.014,208.395052261164,0.0364758826000449,84.2,35600.2
"gtm","gtmpc","gtmpcmet",29.667071,0.0838666615055123,0.000976517578669803,0.0526823558464467,-0.136261057875822,0.0157469268050361,0.0225979365361463,0.0195216237110727,-0.05175010296696,-0.00922799695314264,24.55,26.04,5.3,69.9,8.5,6.8,0.0315,0.00855,0.033,208.395052261164,0.0364758826000449,84.2,35600.2
"gtm","gtmpi","gtmpcmet",30.050857,-0.179023709033996,-0.00943902765887797,0.0546543930955994,-0.450731170597639,0.0887914190221426,0.00727296358157948,0.0301630786695842,-0.051345519694228,-0.0141959603509948,24.3,44.0775,5.8,82.2,10.5,4.75,0.03875,0.0103,0.02275,208.395052261164,0.0364758826000449,84.2,35600.2
"gtm","gtmss","gtmpcmet",29.868851,0.115836738654838,0.00417702148100533,0.0572850070952583,-0.0779798283727307,0.165235910201023,0.0197521299836437,0.0117802288006889,-0.0565449861361618,0.000220345722367569,24.1,51.6,6,87.8,9,4.275,0.03475,0.015775,0.0165,208.395052261164,0.0364758826000449,84.2,35600.2
"hud","hudtn","hudfsmet",42.0365457,-0.295305878871118,-0.0362893648290326,0.0375046037153135,0.0013999745271179,-0.142642177964096,-0.0212020192021866,0.0201007660309042,0.00434965847690341,0.00308592823591578,16.9,0.24,8.55,88,11,3,0.035,0.314,0.0096,-145.283076006514,-0.101896701462229,78.1,21133
"hud","hudts","hudfsmet",42.0270378,-0.198500042202765,-0.0242750584318003,0.0309779663982999,0.00152858751103206,-0.225732407202972,-0.0358761355797129,0.0206908944103139,-0.00571647123893969,0.0023422805872395,16.6,0.24,8.7,89.4,9,2.755,0.03,0.32,0.0098,-145.283076006514,-0.101896701462229,78.1,21133
"jac","jacb6","jacncmet",39.5079,-0.256783120651742,-0.0333440999618135,0.0458767610433204,0.0444471835852672,-0.0320130648573729,0.0373222340113329,-0.0260674110623608,-0.0200779116727371,-0.0904083878268053,15.7,45.705,8.25,97.9,9,4.595,0.0155,0.00600478518493642,0.0235,-231.33592698911,0.0528512796194016,91.7,28897.3
"jac","jacb9","jacncmet",39.4979417,-0.00945909865504211,-0.0126031623167784,0.0360797048481497,0.0849467774092233,-0.0957527339771912,0.0323246798398136,-0.0373999258514349,-0.00904470387047637,-0.0776784633013717,16.7,43.63,8,96.1,7,5.305,0.015,0.00865680746117485,0.02415,-231.33592698911,0.0528512796194016,91.7,28897.3
"jac","jacba","jacncmet",39.5937,-0.254653482712952,-0.0377186961543528,0.0235958919655578,0.0297129705939659,-0.13806142869969,0.0367012084801961,-0.0269950260439904,-0.0617679060121328,-0.0103463859334931,16.1,2.99,8.4,85.35,13,2.595,0.014,0.1205,0.006,-231.33592698911,0.0528512796194016,91.7,28897.3
"jac","jacne","jacncmet",39.5479,-0.400272281560371,-0.0541472959440798,0.0386803977593428,0.0256222670507691,0.0288619103295338,0.0366149394051552,-0.0171479651542245,-0.0415386680106223,-0.0143109380514122,15.5,24.72,8.4,88.8,6,4.0625,0.04,0.05,0.018,-231.33592698911,0.0528512796194016,91.7,28897.3
"job","job09","jobjbmet",17.9430556,0.959238409741492,0.0602874892726559,0.0179097201126534,0.00795917943171978,-0.39834511091292,0.0224722798697227,-0.148441520000466,-0.109514708340036,0.196059939902192,29.2,56.01,4.3,67.4,2,3.1375,0.061325,0.0028,0.003325,437.130562221026,-0.0411825573055623,53.2,39128.95
"job","job10","jobjbmet",17.938611,0.0382400790449279,0.00182479655430044,0.000682449789643094,0.0699469988859968,-0.250009992256282,0.0414199368398974,-0.182412198879037,-0.104238380614472,0.12930765587829,29.3,55.5775,5.2,82.35,1,1.46,0.061875,0.0045,0.00156466237905407,437.130562221026,-0.0411825573055623,53.2,39128.95
"job","job19","jobjbmet",17.942914,-0.190969039792694,-0.011791853943251,0.000228158431761022,0.0197262599675836,-0.0660234510280665,0.0317957137180909,-0.208156812716779,-0.138000347921554,0.0412855654622669,28.8,54.265,6.3,98.775,1,0.57,0.041525,0.00200138124934938,0.0018,437.130562221026,-0.0411825573055623,53.2,39128.95
"job","job20","jobjbmet",17.930317,-0.288018270986094,-0.0123148877464795,-0.0061837428087747,-0.00118997995539066,0.0165121664681043,0.0547267253895862,-0.18175274455105,-0.137080282862831,0.104636890212065,28.6,54.14,6.2,96.5,2,0.3225,0.0462,0.00260594476299242,0.00206130478157187,437.130562221026,-0.0411825573055623,53.2,39128.95
"kac","kacss","kachomet",59.44099,-0.616971128353579,-0.0813530904083585,0.0521341863948599,-0.0127429872499201,-0.0398364749284447,0.0276276947155383,-0.00341447996949159,0.0391844447986284,0.00223515309428589,6.55,47.855,10.3,101.7,1,1.45,0.017725,0.127125,0.0267,47.5864003911496,0.154492125405222,33.25,17821.9
"mar","marab","marcemet",27.9798,-0.142719209922346,-0.0175714907055566,0.0330818141032088,-0.0252547319506465,0.05541754001818,0.0381032768202511,0.133108697596944,0.147085641417259,0.103833281976184,24.3,45.39,7,97.2,9,5.6,0.00285,0.00113730031821877,0.01745,125.501235590515,0.0745920341215043,43.6,38410.25
"mar","marce","marcemet",28.1323,-0.125602309947642,-0.015326281448105,0.0396025588469317,0.195878978019568,-0.280456124519955,0.0398771581694555,0.0807137377384225,0.0952611638672565,0.148413192672514,25.1,37.3475,7.1,96.5,11,5.95,0.0041,0.00136469811696684,0.0406,125.501235590515,0.0745920341215043,43.6,38410.25
"mar","marcw","marcemet",28.0841,-0.124858496755202,-0.0169001016512266,0.0488111717494896,0.523114353911871,-0.93300422276249,0.0388071532975485,0.0742495958064038,0.12988477223402,0.157453995233064,24.2,32.82,7.2,97,19,6.1,0.00255,0.000973927176236199,0.04125,125.501235590515,0.0745920341215043,43.6,38410.25
"mar","marmb","marcemet",28.1384,-0.112012459160626,-0.00223753941339119,0.0367100672062825,-0.259070684242843,-0.826994566333318,0.0327491436252647,0.0685973236775188,0.0760706975677859,0.156675852095609,24.4,40.85,7.1,97,17,6.15,0.00275,0.00126567551308695,0.0225,125.501235590515,0.0745920341215043,43.6,38410.25
"mar","marsc","marcemet",27.8383,-0.376081024037031,-0.0283526112625668,0.0620132157711401,-0.0313769727386978,0.193543968707387,0.0347664673073864,0.174820919526283,0.13063139035014,0.137607929824289,24.55,48.855,6.7,96.3,7,4.1,0.0034,0.00138269313130713,0.00635,125.501235590515,0.0745920341215043,43.6,38410.25
"nar","narnc","narpcmet",41.62485,0.229859752831322,-0.00249284845449104,0.0384801747041957,0.196999329017038,-0.0148929103857698,0.061137524366191,-0.00661921658664913,0.017999457705388,-0.103325095913596,15.4,44.27,7.1,84.1,2,1.675,0.02035,0.00442088659191149,0.0295,361.349455459475,-0.0398162554275093,80.2,28042
"nar","narpc","narpcmet",41.64055,0.140857902272057,-0.00259233564276624,0.0557273848481473,0.0231577324966489,0.00266968520199612,0.0328610163579149,-0.0287868909327797,-0.0453695956588651,-0.0579939586823381,11.9,45.22,8.7,95.9,1,2.5175,0.0145,0.006,0.0255,361.349455459475,-0.0398162554275093,80.2,28042
"nar","nartb","narpcmet",41.578361,-0.155089276202311,-0.0317084245674418,0.0802777151390725,0.0161550672006104,-0.0239632923417032,0.0318599294440013,-0.0335657542654064,-0.0203268839418036,-0.0924052449215233,11.4,47.405,8.5,93,1,1.8765,0.01195,0.00492056731279918,0.020425,361.349455459475,-0.0398162554275093,80.2,28042
"nar","narts","narpcmet",41.578361,-0.44784025755973,-0.0537863472091951,0.0630962248555861,0.0292578079370672,-0.0350910041667261,0.0338348250521563,-0.0339580126196449,-0.00593759300472195,-0.0825750500958687,12.2,46.73,8.55,96.3,1,1.785,0.00815,0.00399637319954906,0.01865,361.349455459475,-0.0398162554275093,80.2,28042
"niw","niwcb","niwolmet",33.3338636,-0.0600567743857379,-0.00755774589602724,0.0333353744078005,-0.0832329075778279,0.257323738878307,0.0402529032327183,0.0046562531985687,0.0464150759563234,0.00410148461592223,20.8,51.85,6.2,83.9,10,4.885,0.050075,0.007,0.0132208333333333,359.930665967013,0.0243903547791386,88.25,33419.3
"niw","niwdc","niwolmet",33.3601486,-0.0103647071317513,-0.0075999367723274,0.04588722284477,-0.085268221526189,0.146463704940757,0.0293517713004485,0.00703399180393111,0.0425157265569428,0.0174840732228754,21.05,51.25,6.35,85.45,9,5.4875,0.0467,0.00603333333333333,0.0125,359.930665967013,0.0243903547791386,88.25,33419.3
"niw","niwol","niwolmet",33.3493511,-0.12807599268113,-0.0147198159470354,0.0452660235217503,-0.0786013735719948,0.140821078135242,0.0344934015772993,0.0150664826713478,0.0353963716408722,0.00889807453711136,21.4,51.785,5.9,79.525,11,7.2375,0.051625,0.0057875,0.0151125,359.930665967013,0.0243903547791386,88.25,33419.3
"niw","niwta","niwolmet",33.2991461,-0.194373785639604,-0.0210584142947591,0.0449285195258735,-0.267413885006547,-0.756714080969915,0.0206903792760497,0.00383311456221508,0.00887817248221349,0.0486151838606737,20.6,11.63,6.8,77.25,30,7.915,0.09505,0.1351375,0.036075,359.930665967013,0.0243903547791386,88.25,33419.3
"noc","nocec","nocrcmet",33.9399,-0.282748108017997,-0.0269210158690043,0.0454536785234559,-0.193792153146049,0.180085324047775,0.0799897116511805,-0.00619225060554872,-0.0692774510229361,0.0443336643963498,20.4,35.4275,7.4,92.55,10,7.13,0.0491,0.09075,0.0158,52.7791127847061,0.00620206141653051,80.45,35081.05
"noc","noclc","nocrcmet",34.1722,-0.162131593971592,-0.0263934386053515,0.0717472590474807,0.124599647506524,-0.0764360262616361,0.0618973504629567,-0.0511067976293684,-0.115834391353978,0.00803541606898854,20.6,50.585,7.2,94.9,5,2.465,0.036,0.000915079499864233,0.003,52.7791127847061,0.00620206141653051,80.45,35081.05
"noc","nocrc","nocrcmet",34.156,-0.0986265469962142,-0.0230595825142505,0.0589824533908134,0.237674136569239,-0.192176894852115,0.0441261122993273,-0.0413957589509354,-0.121012236186219,0.117345864172262,20.7,48.045,7,90.9,6,3.5,0.03795,0.00164702248357774,0.0033,52.7791127847061,0.00620206141653051,80.45,35081.05
"noc","noczb","nocrcmet",33.9547,-0.0359384770169843,-0.00720178113191759,0.0373791355301483,-0.127607873497839,0.629209219728293,0.0874898209620828,-0.0089058790162338,-0.0680576351744897,0.0302989242440432,20.75,35.5,6.7,85.9,15,9.26,0.0533,0.0653,0.0262,52.7791127847061,0.00620206141653051,80.45,35081.05
"owc","owcbr","owcowmet",41.348889,-0.0531341109543346,-0.00998910513520324,0.0299507177446842,-0.00524751026881243,-1.47223493980974,-0.000370283905889689,0.0145636211265143,-0.0077190490575334,-0.0711025472156505,14.9,0.65,8.1,84.7,10,1.77,0.03,2.29925,0.0224375,-3.95803855609362,0.0402228001211319,72.5,24533.1
"owc","owcdr","owcowmet",41.365,-1.42321559010623,-0.143303556228095,0.00622657103102612,-0.00705774831675038,0.141157768402153,0.059950625674876,0.0204826514166267,0.0127223865147549,-0.0298254800143181,15.7,0.63,6.7,68.8,17,3.665,0.036,1.86175,0.016,-3.95803855609362,0.0402228001211319,72.5,24533.1
"owc","owcol","owcowmet",41.381667,-0.694836756610929,-0.068182925976686,0.00837738763975547,-0.00657676748346143,-1.73457525443965,0.0620042886539986,-0.0319877471919375,-0.0524898612517172,-0.0883361840326544,16.8,0.5,7.85,82.5,30,17.355,0.0735,1.20975,0.00925,-3.95803855609362,0.0402228001211319,72.5,24533.1
"owc","owcwm","owcowmet",41.3825,-0.525108721744016,-0.0541103918921887,0.00757149817400018,-0.00610095180144616,-2.50791458833664,0.0530214275279609,-0.0336241690185426,-0.0666973188103295,-0.0842322240147049,16.7,0.48,7.8,81.2,30,15.5525,0.0808333333333333,1.042,0.00895,-3.95803855609362,0.0402228001211319,72.5,24533.1
"pdb","pdbbp","pdbpfmet",48.556322,0.128639974055926,0.00605089479511039,0.0147705818346615,-0.0202076652340747,-0.048300158398397,0.018563392235139,-0.00879136559825336,-0.0157834020429143,-0.0228621763102114,10.9,44.93,9.5,102.2,2,1.70916666666667,0.01745,0.1218,0.0511,200.272631554426,-0.0303032437267222,50,21178.875
"pdb","pdbby","pdbpfmet",48.496139,-0.0426501105726853,-0.00681720793961753,0.0172520185140014,-0.0227168968232732,-0.0237833626693358,0.0147452183582451,-0.00201956568575218,-0.0194620385853815,-0.0300175031087462,10.25,45.395,8.7,93,2,1.9075,0.015725,0.204625,0.057125,200.272631554426,-0.0303032437267222,50,21178.875
"pdb","pdbgs","pdbpfmet",48.5575,-0.12286531522095,-0.0131118686352382,0.0114765949087061,-0.0391906720147773,0.0140577947536235,0.0098702058391242,-0.0132580973746242,-0.0185572259188171,-0.00508576191915414,10.65,45.54,8.7,92.6,1,1.78416666666667,0.0115,0.246966666666667,0.05565,200.272631554426,-0.0303032437267222,50,21178.875
"rkb","rkbfb","rkbuhmet",25.8922,0.0774456244029992,-0.000719572716696177,0.0432122322080132,0.00924875003171601,-0.252781732757388,0.0199994615352275,0.0283800664842818,0.0376446531520826,-0.0615385915583611,27.1,45.98,5.2,77.15,8,4.6525,0.0265,0.0055,0.01325,-129.700423526329,0.0423810823211869,75,35313.9
"rkb","rkbfu","rkbuhmet",25.9005,-0.229956218951971,-0.0272795074919303,0.0657428335248244,-0.0577824277453532,-0.0293842017043449,0.00946356886323921,0.0411861821110827,0.0459200503357487,-0.00894957577846331,26.95,42.2375,5,73.7,7,2.65,0.03175,0.0165,0.0105,-129.700423526329,0.0423810823211869,75,35313.9
"rkb","rkblh","rkbuhmet",26.02749,0.0977724784676845,0.00346578748253975,0.0535195448612508,-0.176990535601946,-0.209816413611281,0.014938277870866,0.0225081692061049,0.0144052641787727,-0.0488054743543211,27.1,50.53,5.4,81.7,8,4,0.022,0.0065,0.008,-129.700423526329,0.0423810823211869,75,35313.9
"rkb","rkbmb","rkbuhmet",25.9343,-0.158154992838486,-0.0145826711688846,0.0456613212179435,-0.0490064898401141,-0.0940264745572135,0.0067065389568874,0.0148830553672033,0.0232993292335193,-0.0578201710955611,26.9,50.5925,4.4,66.6,10,3.445,0.038,0.015,0.025,-129.700423526329,0.0423810823211869,75,35313.9
"sap","sapca","sapmlmet",31.4437,0.474322730783871,0.0295399505524908,0.0547386651413473,-0.154252282254751,0.528341460299647,-0.00995966281960146,-0.0474940105371186,-0.0443679718517556,0.0268427744602271,22.5,48.6475,6.5,88.25,16,8.66,0.04695,0.00396235236744614,0.05955,384.718205617419,-0.0121008246284631,63.6,33420.4
"sap","sapdc","sapmlmet",31.3896,-0.0373889033316529,-0.0134540821609144,0.0796332693933178,-0.191995277977746,0.481712878521171,0.0195425855966198,-0.0167669631380311,-0.0483056376905894,0.000208399847260089,22.6,42.4,4.9,65.925,16,4.0225,0.238675,0.0175,0.23055,384.718205617419,-0.0121008246284631,63.6,33420.4
"sap","saphd","sapmlmet",31.4786,-0.292166449350623,-0.0340283730336285,0.0542575831042805,-0.0893610782012213,-0.249971703652642,0.0120974257474754,-0.04549295382294,-0.0515979676306404,0.00434982432599849,22.8,40.02,5.3,69.1,7,4.93333333333333,0.0356,0.00479347777068261,0.0324,384.718205617419,-0.0121008246284631,63.6,33420.4
"sap","sapld","sapmlmet",31.417942,-0.145749265984154,-0.0192194081106809,0.0604279341792729,-0.0974030264267032,0.00138992466320078,0.00880525200110157,-0.0443555651835284,-0.0380367939987108,-0.0155007226913529,21.95,42.0575,6.1,83.2,25,9.4875,0.037,0.0145,0.0293333333333333,384.718205617419,-0.0121008246284631,63.6,33420.4
"sfb","sfbcc","sfbrrmet",38.0012,0.063777593566814,-0.0165843990556929,0.0540549362177837,0.323682681118105,0.64571142728716,0.00352548200329703,0.00363165081435259,0.0693290166827888,-0.010024641933174,16.35,37.03,7.8,91.35,43.5,6.2,0.04745,0.229825,0.093075,813.433438896992,-0.0287910547116361,8,35265.25
"sfb","sfbgc","sfbrrmet",38.0159,0.132041513020099,-0.0144428660395979,0.0487654803102042,0.491703110711165,-1.27940225794084,-0.00786444571361528,0.0151908099362644,0.0153391361380065,-0.0647805732153116,16.9,34.65,7.1,79.5,39,5.2,0.07235,0.1414,0.1209,813.433438896992,-0.0287910547116361,8,35265.25
"sfb","sfbsm","sfbrrmet",38.1841,0.122445759473984,0.00423411303522993,0.0493609661156517,0.020201539359019,-1.18140446578226,-0.0423262979619416,-0.00691354758786939,0.0285763766869208,-0.0106058984085457,17.2,7.2,7.5,79.4,35,3.725,0.05315,0.483575,0.0726375,813.433438896992,-0.0287910547116361,8,35265.25
"sos","sosch","soscmmet",43.3377,-0.113293352663651,-0.0135437479015242,0.0140989838003954,0.000889373216105971,-0.0275530119180194,0.0276747050696871,-0.00522588736094628,-0.0128126386711648,0.00364106396954217,12,47.115,8.8,97.4,3,2.145,0.0313333333333333,0.122358333333333,0.0318833333333333,-4.49114155846935,-0.03982339878566,100.85,23321.9
