"reserve","station","met_stn","latitude","do_pct_trend","domgl_trend","temp_trend","spcond_trend","turb_trend","chla_trend","po4f_trend","nh4f_trend","no23f_trend","temp_median","spcond_median","domgl_median","dopct_median","turb_median","chla_median","nh4f_median","no23f_median","po4f_median","dailyPAR_trend","precp_trend","precp_median","dailyPAR_median","StationName","Ecoregion","NERR_BioRegion","EPAIII_Code","EPAIII_Name","EPAIV_Code","EPAIV_Name","AquaticSystem","AquaticSubsystem","WaterColumn","SalinityRegime","Salinity Class","TempRegime","TidalRegime","ResidualCurrentType","TidalFlowType","PrimaryWaterSource","BioticSetting","BioticClass","BioticSubclass","Dev_TotalArea","Ag_TotalArea","VegUplnd_TotalArea","WetlndPalust_TotalArea","WetlndEst_TotalArea","Bare_TotalArea","Water_TotalArea","Dev_pctTotal","Ag_pctTotal","VegUplnd_pctTotal","WetlndPalust_pctTotal","WetlndEst_pctTotal","Bare_pctTotal","Water_pctTotal","Dev_pctLand","Ag_pctLand","VegUplnd_pctLand","WetlndPalust_pctLand","WetlndEst_pctLand","Bare_pctLand","DominantLandCover","Imp_total_acres","Imp_pctLand","cluster"
"cbm","cbmrr","cbmjbmet",38.7813,-0.225940975533926,-0.0314374902872999,0.0533429083363585,0.00274230513781979,0.088692515358272,-0.0190767955372303,-0.0324117627047595,-0.0174304018198097,-0.0358897169721963,15.7,0.35,8.1,83.2,20,8.41,0.0545,0.5965,0.0166166666666667,514.424788395616,0.100059351917179,79.15,27231.4,"Railroad","Virginian","Virginian",65,"Southeastern Plains","65n","Chesapeake Rolling Coastal Plain","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Fresh Water","fresh","Moderate Water","Minimally Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",34557.5282198189,25251.347287438,47027.1610497643,7520.35346009411,287.181867622598,738.576956233466,1242.76231791836,29.6313436609934,21.6517612202385,40.3234271155795,6.44832513514063,0.246244018339565,0.633292620671092,1.06560622903731,29.9504980336679,21.8849688111126,40.7577441763377,6.51777899409661,0.248896272523416,0.640113712261877,"vegetated uplands",10722.2812873775,9.29284243280632,"A"
"cbv","cbvcb","cbvtcmet",37.346665,-0.211547676788925,-0.0282928570173446,0.0528609857586261,-0.0248274437512146,-0.0247710874563652,0.0313738273198014,0.0241273308150791,-0.0250123773653673,0.0220707928784147,17.85,26.88,8,92.325,12,8.5525,0.030025,0.0135,0.012425,278.453703578513,0.0363835592528928,84.6,30548.85,"Claybank","Virginian","Virginian",65,"Southeastern Plains","65m","Rolling Coastal Plain","Estuarine","Estuarine Coastal","Lower Water Column","Mesohaline Water","brackish","Moderate Water","Minimally Tidal","Partially Mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",9135.08202360097,35052.8108740343,107908.395490148,23244.6213865695,4779.84971873324,424.965175872151,15300.0678270131,4.66442597881641,17.8981689763671,55.0986539536549,11.8688387890935,2.44061904921014,0.216989688905822,7.81230356395213,5.05970553462327,19.4149215874847,59.7679040520095,12.8746451510773,2.64744553076368,0.235378144041544,"vegetated uplands",2720.43497306408,1.50678448800278,"A"
"cbv","cbvgi","cbvtcmet",37.215796,0.00149870513445838,-0.0124815086910204,0.0449549453886781,-0.0274885215335277,-0.0180033271439152,0.00998295690533028,0.051981615861011,-0.0383551697394895,-0.0151043083074413,17,31.645,9.05,102.85,4,4.6925,0.0323,0.00150714045316599,0.006,278.453703578513,0.0363835592528928,84.6,30548.85,"Goodwin Islands","Virginian","Virginian",63,"Middle Atlantic Coastal Plain","63b","Chesapeake-Pamlico Lowlands and Tidal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Moderate Water","Minimally Tidal","Partially Mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",12578.6909962015,35510.9525456329,110924.465848003,25350.1116981889,6139.87738632506,480.954859436289,25266.09239662,5.81670490286463,16.4211627298859,51.294278915076,11.7225328969087,2.83923461565352,0.222405693071277,11.68368024654,6.58621749536472,18.5935767882159,58.0801816224531,13.2733484928185,3.21484706742695,0.251828533720761,"vegetated uplands",3683.45727302305,1.92866258836781,"B"
"cbv","cbvtc","cbvtcmet",37.414986,-0.199301414819585,-0.0277711971849514,0.0465706517697192,-0.0452208750952292,-0.617704445059447,0.00582534572795053,0.0210256609827512,0.0438329813106018,0.0822302442166883,17.6,18.66,7.6,85.25,40,10.76,0.045725,0.0418,0.03045,278.453703578513,0.0363835592528928,84.6,30548.85,"Taskinas Creek","Virginian","Virginian",65,"Southeastern Plains","65m","Rolling Coastal Plain","Estuarine","Estuarine Coastal","Lower Water Column","Mesohaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",6691.14972412614,33513.6857714369,98892.2480738763,21075.1428651639,4093.43706395717,396.240033869656,9469.28131492362,3.84259127966752,19.2462285263926,56.791807946731,12.1030261659557,2.35077770104507,0.227552597323108,5.43801578288493,4.06356879192054,20.3530294819144,60.0577583231932,12.7990399801331,2.48596486263197,0.240638560206865,"vegetated uplands",1968.68463888753,1.19559205660452,"A"
"del","delbl","delsjmet",39.38876,0.441838195646465,0.0382620413290775,0.0315248106169028,-0.000581059625601616,-0.417348794651821,0.0885471791423609,0.0193079583391711,0.00472818228503044,-0.0113989742372242,16.3,2.275,8.2,82.3,39,27.6333333333333,0.0443,0.385,0.01525,171.108948392191,0.0240318172943431,91.5,30373.75,"Blackbird Landing","Virginian","Virginian",63,"Middle Atlantic Coastal Plain","63a","Delaware River Terraces and Uplands","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Oligohaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",489.092490463142,2308.65287769697,1162.84660808921,1168.41080023778,1277.26030928038,2.99075328354851,595.85542744633,6.98193949382455,32.9567004577408,16.5999781566669,16.6794086400025,18.2332674722007,0.0426938848456239,8.50601189471903,7.63103635376624,36.0206185567274,18.1432447097677,18.2300596852437,19.928377645119,0.0466630493759837,"agricultural lands",140.933732981827,2.1989101464999,"A"
"del","delds","delsjmet",39.1637,-0.215510716633712,-0.0270087833781976,0.0412161632854438,-0.000729373748733475,-0.196163479134936,0.0398536888504328,0.0656852165128977,0.0119935877265313,0.0125497143771431,16.4,0.18,8.4,85,10,27.65,0.068,0.222,0.016,171.108948392191,0.0240318172943431,91.5,30373.75,"Division Street","Virginian","Virginian",63,"Middle Atlantic Coastal Plain","63a","Delaware River Terraces and Uplands","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Oligohaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Upland","Forest (riparian buffer only)",2600.3556514403,2638.331262903,849.582589734505,1459.13984036254,7.44210700790131,29.1424564141111,94.5912666427916,33.8650362318587,34.3596014492739,11.0643115942158,19.0027173913139,0.0969202898551025,0.379528985507271,1.2318840579754,34.2874174614578,34.7881511371974,11.2023110785168,19.2397285399959,0.0981291269259335,0.384262655906131,"developed and agrucultural lands",920.376196019962,12.1357718268445,"A"
"del","delll","delsjmet",39.1144,-0.409623555063996,-0.0438224821328903,0.0441440762295407,-0.0255277247741323,-0.668184121717794,0.034466363298627,0.0149700041955479,0.0124502598144523,0.010903847920592,16.1,3.455,8,77.4,33,17.19,0.106883333333333,0.888,0.024,171.108948392191,0.0240318172943431,91.5,30373.75,"Lebanon Landing","Virginian","Virginian",63,"Middle Atlantic Coastal Plain","63a","Delaware River Terraces and Uplands","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Oligohaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5309.97812633677,6941.39926631471,1373.24262396365,2463.40697201791,1101.91870397988,71.291211991584,365.428319809157,30.1246892632999,39.3801049599591,7.79071143906253,13.9754567336197,6.25143037523442,0.404450933196613,2.07315629562773,30.7624427825349,40.2137998839647,7.95564438141356,14.2713235768219,6.383776029897,0.41301334536789,"agricultural lands",1722.88695815192,9.98124854941495,"A"
"del","delsl","delsjmet",39.08498,-0.335340099225966,-0.0382500115273206,0.0493930160000892,-0.0156064274164233,-1.15355790028007,0.0421673450701609,0.00181782794461876,-0.00246042706878992,0.00104537066958936,15.4,16.2775,6.8,71.6,37,11.135,0.144591666666667,0.603,0.043,171.108948392191,0.0240318172943431,91.5,30373.75,"Scotton Landing","Virginian","Virginian",63,"Middle Atlantic Coastal Plain","63a","Delaware River Terraces and Uplands","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Oligohaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5309.97812633677,6941.39926631471,1373.24262396365,2463.40697201791,1101.91870397988,71.291211991584,365.428319809157,30.1246892632999,39.3801049599591,7.79071143906253,13.9754567336197,6.25143037523442,0.404450933196613,2.07315629562773,30.7624427825349,40.2137998839647,7.95564438141356,14.2713235768219,6.383776029897,0.41301334536789,"agricultural lands",1722.88695815192,9.98124854941495,"A"
"elk","elkap","elkcwmet",36.8457,-0.892642313168214,-0.072649584120458,0.0458665741904566,0.0438725498653916,-0.117609529656653,0.0495270641419915,-0.0256550556135824,0.00661006014175162,0.0117744102973885,16.8,50.495,6.15,75.625,5,4.015,0.0577,0.019825,0.0601,446.890294217482,-0.0420060415510359,9.95,32026.25,"Azevedo Pond","Northern California","Californian",6,"Central California Foothills and Coastal Mountains","6w","Monterey Bay Plains and Terraces","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Cool Water","Minimally Tidal","Partially Mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",6852.16353463021,8786.62448986604,18878.5389069924,1058.51800517032,549.463975350319,177.636834562717,415.506049207918,18.6613628830008,23.9297248662208,51.4143107448831,2.88279585168124,1.49642468153701,0.48378084008197,1.13160013259511,18.8749518633133,24.2036129828273,52.0027742067599,2.91579094589114,1.51355203841056,0.489317962797802,"vegetated uplands",2455.55314957059,6.764060323679,"D"
"elk","elknm","elkcwmet",36.8346,0.35452627154826,0.0229596229032894,0.0326050325209162,0.0602097021136592,0.00537886954071794,0.036932860097102,-0.00516796941712596,0.0336276047319265,0.028862055529786,17.2,50.18,6.3,75.625,6,5.85333333333333,0.07065,0.05525,0.045,446.890294217482,-0.0420060415510359,9.95,32026.25,"North Marsh","Northern California","Californian",6,"Central California Foothills and Coastal Mountains","6w","Monterey Bay Plains and Terraces","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Cool Water","Microtidal","Partially Mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Aquatic Vegetation Bed","Aquatic Macroalgae",6852.16353463021,8786.62448986604,18878.5389069924,1058.51800517032,549.463975350319,177.636834562717,415.506049207918,18.6613628830008,23.9297248662208,51.4143107448831,2.88279585168124,1.49642468153701,0.48378084008197,1.13160013259511,18.8749518633133,24.2036129828273,52.0027742067599,2.91579094589114,1.51355203841056,0.489317962797802,"vegetated uplands",2455.55314957059,6.764060323679,"D"
"elk","elksm","elkcwmet",36.8179,0.234696355646758,0.0141947985848144,0.0411903432811623,0.0668701605885083,-0.116462128014111,0.0309999358145622,-0.0245299957465006,0.0177910898109717,0.00954420932405153,16.2,49.95,6.9,85.9,6,3.525,0.0664083333333333,0.0808333333333333,0.0443166666666667,446.890294217482,-0.0420060415510359,9.95,32026.25,"South Marsh","Northern California","Californian",6,"Central California Foothills and Coastal Mountains","6w","Monterey Bay Plains and Terraces","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",6852.16353463021,8786.62448986604,18878.5389069924,1058.51800517032,549.463975350319,177.636834562717,415.506049207918,18.6613628830008,23.9297248662208,51.4143107448831,2.88279585168124,1.49642468153701,0.48378084008197,1.13160013259511,18.8749518633133,24.2036129828273,52.0027742067599,2.91579094589114,1.51355203841056,0.489317962797802,"vegetated uplands",2455.55314957059,6.764060323679,"D"
"elk","elkvm","elkcwmet",36.8111,0.136116801617178,0.00675956045533543,0.0216350775894886,0.00884866269662944,-0.117626454389871,0.0440807806157865,-0.0289575337397785,0.0228060933713953,0.0279853348400398,13.9,49.935,7.9,92.7,4,2.44,0.059,0.1382,0.0377,446.890294217482,-0.0420060415510359,9.95,32026.25,"Vierra Mouth","Northern California","Californian",6,"Central California Foothills and Coastal Mountains","6w","Monterey Bay Plains and Terraces","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Cool Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Upland","Non-Tidal Scrub-Shrub",6852.16353463021,8786.62448986604,18878.5389069924,1058.51800517032,549.463975350319,177.636834562717,415.506049207918,18.6613628830008,23.9297248662208,51.4143107448831,2.88279585168124,1.49642468153701,0.48378084008197,1.13160013259511,18.8749518633133,24.2036129828273,52.0027742067599,2.91579094589114,1.51355203841056,0.489317962797802,"vegetated uplands",2455.55314957059,6.764060323679,"C"
"gnd","gndbc","gndcrmet",30.3836,-0.387587828959323,-0.025199870146582,0.0221023757579061,-0.405491459194179,-0.0668778222094509,0.0918339037015889,-0.0172894013266592,-0.0968026120854695,-0.0914213154871116,24,27.7675,6.2,79.45,8,7.38,0.0105,0.00458121813570273,0.00396586819401764,136.317728178011,0.0616024034787727,112.5,36946.45,"Bayou Cumbest","Northern Gulf of Mexico","Louisianan",75,"Southern Coastal Plain","75k","Gulf Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Mesohaline Water","brackish","Warm Water","Minimally Tidal","Partially Mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",3635.85181157055,3126.45001974052,3882.69328607159,10158.6151706016,6828.44616556028,568.869095491966,52521.5225936049,4.50413967270391,3.87308622530364,4.80993004475117,12.5846222511125,8.45916634427886,0.704722302880038,65.0643331589699,12.8926683815694,11.0863383341946,13.7679640312523,36.0222757687067,24.213553394504,2.01720008977295,"palustrine wetlands",1365.4192098217,4.84175318092831,"B"
