,station,parameter,Slope,std.error,conf.low,conf.high,statistic,p.value,Intercept,R2_adj,Dev_expl,model_error,ar1_start,threshold,model_refit,ar1_end,ts_start,ts_end,ts_length,n_points,Fall_estimate,Winter_estimate,Spring_estimate,Summer_estimate,Fall_p.value,Winter_p.value,Spring_p.value,Summer_p.value,Fall_std.error,Winter_std.error,Spring_std.error,Summer_std.error,sig_trend,sig_autocorr
11,cbmrrwq,do_pct_median,-0.225940976,0.086365498,-0.395214242,-0.056667709,-2.616102259,0.009497109,538.1339624,0.651987479,0.66297513,FALSE,0.2854,0.12840151,TRUE,0.0113,2003.284932,2022.953425,19.66849315,233,0.073875722,-0.16493211,-0.315209456,-0.493621223,0.601900179,0.0334253,0.107666515,0.00134888,0.140810637,0.075525775,0.192901375,0.146549931,yes,yes
12,cbvcbwq,do_pct_median,-0.211547677,0.05958281,-0.328327839,-0.094767515,-3.550481701,0.000464614,519.65686,0.775938094,0.783858642,FALSE,0.1784,0.125473837,TRUE,0.0049,2002.038356,2022.953425,20.91506849,244,-0.108259494,-0.212210379,-0.243504174,-0.234968966,0.39545183,0.115683982,0.093463746,0.008004267,0.126468913,0.132802385,0.142860634,0.085694161,yes,yes
13,cbvgiwq,do_pct_median,0.001498705,0.078590638,-0.152536115,0.155533526,0.019069767,0.984801128,99.9058406,0.260783133,0.279950282,FALSE,0.5101,0.123959006,TRUE,-0.0125,2002.038356,2022.953425,20.91506849,250,-0.041122096,-0.182382794,-0.104898408,0.396821312,0.537084862,0.05403969,0.23654495,0.001148668,0.066240887,0.092811864,0.08774936,0.116288345,no,yes
14,cbvtcwq,do_pct_median,-0.199301415,0.110353278,-0.415589864,0.016987035,-1.80603077,0.072165398,487.336612,0.701152843,0.711166364,FALSE,0.5614,0.123959006,TRUE,-0.022,2002.038356,2022.953425,20.91506849,250,-0.020850086,-0.443233584,-0.115911953,-0.01935743,0.867755153,0.000279377,0.454953827,0.895599805,0.124682643,0.114924716,0.154125465,0.146903061,no,yes
15,delblwq,do_pct_median,0.441838196,0.155182587,0.137685913,0.745990478,2.847215034,0.004800608,-807.458562,0.383301883,0.401094049,FALSE,0.4208,0.125731748,TRUE,0.0201,2002.038356,2022.953425,20.91506849,243,0.552232278,0.085984333,0.349075928,0.828836094,0.004592861,0.563415161,0.245858188,8.76E-05,0.187528807,0.147901428,0.297912684,0.196992727,yes,yes
16,deldswq,do_pct_median,-0.215510717,0.217407791,-0.641622157,0.210600724,-0.991274119,0.322565631,513.5055355,0.607610213,0.619949217,FALSE,0.4951,0.125217506,TRUE,-0.0148,2002.123288,2022.953425,20.83013699,245,-0.309425787,-0.078761539,-0.166739239,-0.211479158,0.163616697,0.431297244,0.583847999,0.631620115,0.219450046,0.099345218,0.302774774,0.438831507,no,yes
17,delllwq,do_pct_median,-0.409623555,0.137100929,-0.678336438,-0.140910672,-2.987751859,0.003102911,897.1945915,0.722689305,0.733506226,FALSE,0.3647,0.123959006,TRUE,-0.0223,2002.038356,2022.953425,20.91506849,250,-0.27769427,-0.083634695,-0.468061372,-0.768732918,0.134237936,0.41189411,0.261035165,0.001580908,0.182961832,0.101212926,0.412516468,0.232411597,yes,yes
18,delslwq,do_pct_median,-0.335340099,0.116962604,-0.564582591,-0.106097608,-2.867071077,0.00451038,743.8139693,0.847883136,0.853656476,FALSE,0.4101,0.12371183,TRUE,0.0104,2002.038356,2022.953425,20.91506849,251,-0.342249886,-0.309670859,-0.229252612,-0.373453797,0.103026361,0.020171755,0.521228519,0.109866785,0.206776129,0.1297502,0.355330075,0.230180351,yes,yes
19,elkapwq,do_pct_median,-0.892642313,0.216936074,-1.317829205,-0.467455421,-4.114771217,5.41E-05,1869.733438,0.387305096,0.402005172,FALSE,0.5224,0.127582788,TRUE,-0.0544,2002.038356,2022.953425,20.91506849,236,-0.594585877,-0.472990106,-1.643448389,-0.811198266,0.019971554,0.031491827,8.09E-07,0.00408469,0.248593116,0.214083131,0.297953709,0.271077825,yes,yes
20,elknmwq,do_pct_median,0.354526272,0.207665055,-0.052489756,0.761542299,1.707202362,0.08909693,-639.2294354,0.349326215,0.366598324,FALSE,0.3831,0.125473837,TRUE,0.0292,2002.038356,2022.953425,20.91506849,244,0.41668051,0.268610891,0.032032515,0.852281875,0.122497989,0.146629198,0.936031281,0.010615558,0.265999674,0.18269543,0.397386748,0.322569514,no,yes
21,elksmwq,do_pct_median,0.234696356,0.108675302,0.021696678,0.447696033,2.1596108,0.031816532,-387.1743601,0.470169243,0.486299114,FALSE,0.4622,0.125731748,TRUE,-0.0389,2002.038356,2022.953425,20.91506849,243,0.324115864,0.092263967,0.397596702,0.264152368,0.033397768,0.483761376,0.008649332,0.15391183,0.148673263,0.130951377,0.146289654,0.182878288,yes,yes
22,elkvmwq,do_pct_median,0.136116802,0.061732153,0.015124006,0.257109598,2.204957963,0.028443647,-181.4234333,0.166481362,0.191317467,FALSE,0.1195,0.126779531,FALSE,0.1195,2002.038356,2022.953425,20.91506849,239,0.17426174,0.232863308,0.290704071,-0.187603571,0.067095352,0.037348248,0.0686607,0.232249563,0.093354705,0.109279422,0.156701887,0.155401932,yes,no
23,gndbcwq,do_pct_median,-0.387587829,0.097712588,-0.579100983,-0.196074675,-3.966611017,0.000100769,860.333866,0.660172528,0.671633151,FALSE,0.2005,0.134294519,TRUE,0.0117,2004.286885,2022.953425,18.66653941,213,-0.342800567,-0.373114475,-0.320100626,-0.501807214,0.122401466,0.072781545,0.073680661,0.003182495,0.218365097,0.203480545,0.1752849,0.162229182,yes,yes
24,gndbhwq,do_pct_median,-0.216335657,0.240723002,-0.688144072,0.255472757,-0.898691257,0.36981057,481.1969417,0.644595123,0.657827806,FALSE,0.3671,0.130087379,TRUE,-0.0592,2004.038251,2022.953425,18.91517329,227,0.144184649,-0.297225839,-0.708243863,-0.043152915,0.716212634,0.407069234,0.096790856,0.903251453,0.394591481,0.355708963,0.419210314,0.353373489,no,yes
25,gndblwq,do_pct_median,-0.092112047,0.094854836,-0.278024111,0.093800016,-0.971084351,0.33261029,277.5693377,0.692783231,0.704468487,FALSE,0.4292,0.13154417,TRUE,0.0402,2004.286885,2022.953425,18.66653941,222,-0.251858159,-0.236849436,-0.0127032,0.173476186,0.183152086,0.123986163,0.921446224,0.142852408,0.186780242,0.151431693,0.128229936,0.11666827,no,yes
26,gndpcwq,do_pct_median,0.053828274,0.141665519,-0.223831042,0.33148759,0.379967365,0.704412134,-11.515527,0.271974915,0.290576552,FALSE,0.3316,0.142945065,TRUE,0.1299,2005.619178,2022.953425,17.33424658,188,-0.082028638,-0.052004316,0.275600376,0.060082714,0.761996796,0.714025384,0.306676244,0.72427042,0.269208079,0.140955777,0.26661303,0.169306482,no,yes
27,grbgbwq,do_pct_median,-0.434994807,0.114939274,-0.660271644,-0.20971797,-3.784561993,0.000234064,976.0418373,0.130091832,0.136730647,FALSE,0.2597,0.170592968,TRUE,0.0746,2002.284932,2022.953425,20.66849315,132,-0.788456294,NA,-0.096776568,-0.433244265,0.000108497,NA,0.56024777,0.001272208,0.181413459,NA,0.16493976,0.125818502,yes,yes
28,grblrwq,do_pct_median,-0.541424762,0.194187425,-0.922025121,-0.160824403,-2.788155634,0.005948264,1183.994198,0.475458896,0.494719069,FALSE,0.4512,0.152122708,TRUE,0.025,2002.284932,2022.953425,20.66849315,166,-0.524759208,NA,-0.837189151,-0.562152204,0.049009337,NA,0.000451173,0.047619409,0.25951837,NA,0.224300473,0.277788066,yes,yes
29,grborwq,do_pct_median,0.021057282,0.109422073,-0.193406039,0.235520603,0.192440898,0.847632935,49.61843888,0.064067478,0.094586091,FALSE,0.2721,0.149445853,TRUE,0.0718,2002.284932,2022.871233,20.58630137,172,-0.181029531,NA,0.014936694,0.300909744,0.244096947,NA,0.921835328,0.082144395,0.153546777,NA,0.15155296,0.170197511,no,yes
30,grbsqwq,do_pct_median,-0.323955153,0.102854643,-0.525546549,-0.122363757,-3.149640531,0.001946221,746.3211697,0.191355209,0.21811775,FALSE,0.349,0.15076646,TRUE,0.0334,2002.284932,2022.953425,20.66849315,169,-0.389734287,NA,-0.26258735,-0.377562926,0.003619694,NA,0.078101035,0.008596566,0.127090628,NA,0.146313546,0.138964116,yes,yes
31,gtmfmwq,do_pct_median,0.145266494,0.04910702,0.049018502,0.241514485,2.958161426,0.003402992,-201.140524,0.696034322,0.705967789,FALSE,0.4294,0.123959006,TRUE,-0.0478,2002.123288,2022.953425,20.83013699,250,-0.015124079,0.194825332,0.171480658,0.255104849,0.844820966,0.00235519,0.03329059,0.000757876,0.076941661,0.061333553,0.078706717,0.071938332,yes,yes
32,gtmpcwq,do_pct_median,0.083866662,0.101274106,-0.114626939,0.282360262,0.828115544,0.408426165,-99.26685148,0.667647018,0.679000213,FALSE,0.3961,0.123959006,TRUE,0.0372,2002.123288,2022.953425,20.83013699,250,-0.25373835,0.192155898,0.278143391,0.209877739,0.228003816,0.191749646,0.05480073,0.149854826,0.208364364,0.14553962,0.142050425,0.143877032,no,yes
33,gtmpiwq,do_pct_median,-0.179023709,0.080875266,-0.337536318,-0.0205111,-2.213577983,0.027804397,441.414624,0.749169396,0.757696741,FALSE,0.3388,0.124457837,TRUE,-0.0067,2002.038356,2022.953425,20.91506849,248,-0.146516898,-0.123892131,-0.11895407,-0.242171962,0.43386071,0.172048529,0.409335157,0.135391509,0.185960276,0.089654776,0.143166212,0.159966179,yes,yes
34,gtmsswq,do_pct_median,0.115836739,0.062244967,-0.006161155,0.237834632,1.86098161,0.063991825,-145.3585232,0.643871444,0.655944506,FALSE,0.4155,0.125217506,TRUE,0.0072,2002.123288,2022.953425,20.83013699,245,0.104230147,0.132205827,0.209567344,0.05473477,0.3268481,0.07987813,0.016531514,0.623011924,0.105421554,0.074139589,0.084976691,0.110777261,no,yes
35,hudtnwq,do_pct_median,-0.295305879,0.065550829,-0.423783143,-0.166828615,-4.504990764,1.22E-05,683.6274445,0.748033181,0.759072198,FALSE,0.2975,0.145282196,TRUE,0.0417,2002.284932,2022.953425,20.66849315,182,-0.228936423,NA,-0.226076483,-0.488614908,0.023262077,NA,0.159437491,7.14E-06,0.098076625,NA,0.158619656,0.099356183,yes,yes
36,hudtswq,do_pct_median,-0.198500042,0.074039028,-0.34361387,-0.053386214,-2.68101902,0.008048817,488.6856582,0.822550343,0.831018346,FALSE,0.3695,0.144884707,TRUE,0.0173,2002.284932,2022.953425,20.66849315,183,-0.086449043,NA,-0.215217448,-0.333249189,0.467856312,NA,0.127862995,0.001736071,0.118254478,NA,0.139362484,0.101628768,yes,yes
37,jacb6wq,do_pct_median,-0.256783121,0.065536711,-0.385232714,-0.128333527,-3.91815696,0.000127365,615.9857354,0.44673792,0.468388601,FALSE,0.4546,0.144099418,TRUE,0.2236,2002.367123,2022.953425,20.58630137,185,-0.174326928,-0.503249894,-0.228665454,-0.126617503,0.064997129,0.005550038,0.008607788,0.219924065,0.092349338,0.166411069,0.083536724,0.101995697,yes,yes
38,jacb9wq,do_pct_median,-0.009459099,0.056485959,-0.120169545,0.101251347,-0.16745929,0.867189524,115.6736332,0.544579188,0.560695146,FALSE,0.2869,0.140355936,TRUE,0.0572,2002.367123,2022.953425,20.58630137,195,-0.086251765,-0.133342909,0.045774414,0.055108671,0.215767418,0.346961082,0.663669313,0.597927506,0.068890192,0.139305676,0.10462663,0.103888204,no,yes
39,jacbawq,do_pct_median,-0.254653483,0.084805341,-0.420868897,-0.088438068,-3.002800045,0.003039043,597.0123816,0.697004677,0.707945458,FALSE,0.3499,0.139997427,TRUE,0.083,2002.2,2022.953425,20.75342466,196,-0.345416162,-0.425331489,0.041583152,-0.182927406,0.007315557,1.31E-05,0.826814314,0.338297012,0.124168116,0.08498146,0.188931793,0.189171682,yes,yes
40,jacnewq,do_pct_median,-0.400272282,0.147088685,-0.688560806,-0.111983757,-2.721298939,0.007022335,894.0755964,0.618233783,0.631122645,FALSE,0.5243,0.129518066,TRUE,-0.0076,2002.038356,2022.953425,20.91506849,229,-0.581513449,-0.745504265,-0.177997063,-0.165595607,0.028203515,0.00046749,0.373203205,0.338366332,0.258578464,0.199348288,0.198258133,0.171457526,yes,yes
41,job09wq,do_pct_median,0.95923841,0.199666258,0.567899735,1.350577085,4.804208875,2.74E-06,-1863.708994,0.529206172,0.542987393,FALSE,0.5514,0.124457837,TRUE,-0.0174,2002.038356,2022.953425,20.91506849,248,0.497608437,0.82607841,1.37577002,1.237381419,0.083058901,7.30E-06,9.68E-09,9.53E-05,0.282148107,0.168453406,0.20673405,0.296169775,yes,yes
42,job10wq,do_pct_median,0.038240079,0.13554095,-0.227415301,0.303895459,0.282129343,0.778100203,4.539197651,0.39238113,0.410345749,FALSE,0.2764,0.127582788,TRUE,0.0203,2002.038356,2022.038356,20,236,0.194126224,0.009104281,0.325446788,-0.349712335,0.305001644,0.939802043,0.086896649,0.322510693,0.187546502,0.120035225,0.18687661,0.350311368,no,yes
43,job19wq,do_pct_median,-0.19096904,0.094933772,-0.377035814,-0.004902266,-2.011602781,0.045446496,483.1201018,0.16912154,0.18462843,FALSE,0.4279,0.12867794,TRUE,0.0872,2002.284932,2022.953425,20.66849315,232,-0.131804321,-0.242368831,-0.229994061,-0.161871314,0.318038352,0.025429937,0.0559584,0.289338607,0.130825927,0.105500188,0.117831345,0.151347876,yes,yes
44,job20wq,do_pct_median,-0.288018271,0.07556052,-0.436114168,-0.139922374,-3.811756083,0.000176459,677.0111918,0.154678735,0.168382442,FALSE,0.1745,0.126779531,TRUE,0.0193,2002.367123,2022.953425,20.58630137,239,-0.354557508,0.043943067,-0.321003393,-0.503190261,0.011216172,0.800774321,0.001773337,4.46E-05,0.13518738,0.173327938,0.0980288,0.114126918,yes,yes
45,kachdwq,do_pct_median,-0.024556461,0.08822074,-0.197465934,0.148353011,-0.278352477,0.781012019,146.3998087,0.580787508,0.596131849,FALSE,0.3947,0.13154417,TRUE,-0.0456,2003.038356,2022.953425,19.91506849,222,0.208988486,-0.236484932,-0.169956825,0.13063373,0.141797335,0.022266239,0.215769078,0.384764261,0.140210602,0.100366615,0.135594581,0.149122755,no,yes
46,kacsdwq,do_pct_median,-0.552387753,0.12243041,-0.792346948,-0.312428558,-4.511850871,1.08E-05,1210.352851,0.60992558,0.624845497,FALSE,0.55,0.134294519,TRUE,0.0216,2004.038251,2022.953425,18.91517329,213,-0.410467135,-0.155743516,-0.699008264,-0.933366286,4.37E-10,0.215989242,1.32E-05,1.63E-05,0.053105028,0.124374403,0.144662636,0.196395049,yes,yes
47,kacsswq,do_pct_median,-0.616971128,0.110949705,-0.834428555,-0.399513702,-5.560818097,8.06E-08,1347.430297,0.778310523,0.786198458,FALSE,0.5179,0.131841445,TRUE,0.0952,2004.038251,2022.953425,18.91517329,221,-0.500331007,-0.58322616,-0.450218935,-0.700230966,0.000855625,2.59E-05,0.016434094,0.001291673,0.14153733,0.126547927,0.181799869,0.206017283,yes,yes
48,lksbawq,do_pct_median,0.21866152,0.483257624,-0.728506018,1.165829059,0.45247402,0.652188959,-354.5096155,0.190932655,0.242954955,FALSE,0.5313,0.213849603,TRUE,0.0532,2012.453552,2022.871233,10.41768096,84,-0.287661926,NA,0.585849409,0.489052262,0.511100082,NA,0.281014572,0.46359284,0.429531894,NA,0.532557803,0.658981667,no,yes
49,lksblwq,do_pct_median,0.265527886,0.380921222,-0.481063991,1.012119763,0.697067715,0.488165439,-446.4798672,0.127081687,0.173847246,FALSE,0.541,0.230983971,TRUE,0.1898,2012.535519,2022.871233,10.33571375,72,-0.015284753,NA,0.563841326,0.277373333,0.964702476,NA,0.207200261,0.537093874,0.339676126,NA,0.432549491,0.44439981,no,yes
50,lksolwq,do_pct_median,-0.302184721,0.157579986,-0.611035819,0.006666376,-1.917659274,0.059563147,704.6919749,0.701878304,0.727872222,FALSE,0.2363,0.230983971,TRUE,0.1231,2012.535519,2022.871233,10.33571375,72,-0.387272886,NA,-0.412367133,-0.292982638,0.36594707,NA,0.217633054,0.107089783,0.413406438,NA,0.324903034,0.176179902,no,yes
51,marabwq,do_pct_median,-0.14271921,0.084595253,-0.308522859,0.023084439,-1.68708296,0.09352712,384.3943895,0.39606437,0.418282826,FALSE,0.4646,0.151214504,TRUE,0.0649,2007.367123,2022.953425,15.58630137,168,0.001831288,-0.067085513,-0.177841507,-0.455433251,0.98896001,0.337651455,0.027275167,0.003072791,0.13152235,0.069083712,0.07774813,0.14450756,no,yes
52,marcewq,do_pct_median,-0.12560231,0.075012473,-0.272624056,0.021419436,-1.67441899,0.095908596,349.7189041,0.401882503,0.425569442,FALSE,0.4671,0.147737844,TRUE,-0.0447,2007.367123,2022.953425,15.58630137,176,-0.022989054,-0.031752807,-0.1869407,-0.208793431,0.823275555,0.725898389,0.038326872,0.06969564,0.102309111,0.089920155,0.087411843,0.112303439,no,yes
53,marcwwq,do_pct_median,-0.124858497,0.063070946,-0.248475279,-0.001241715,-1.979651572,0.049297793,348.5492171,0.411076493,0.435076622,FALSE,0.4444,0.144099418,TRUE,-0.003,2007.534247,2022.953425,15.41917808,185,-0.070739478,-0.002559414,-0.124657456,-0.253757236,0.325043813,0.979295344,0.110409286,0.007085034,0.071110123,0.098034121,0.076477657,0.090022939,yes,yes
54,marmbwq,do_pct_median,-0.112012459,0.111672187,-0.330885923,0.106861005,-1.003047064,0.317282625,322.9450285,0.365216088,0.387847914,FALSE,0.6441,0.148159351,TRUE,-0.1342,2008.038251,2022.953425,14.91517329,175,-0.157759137,0.071140619,-0.144400565,-0.224006229,0.217082061,0.514274471,0.175947046,0.069510127,0.125842987,0.108154085,0.104942444,0.120182635,no,yes
55,marscwq,do_pct_median,-0.376081024,0.143277471,-0.656899707,-0.095262341,-2.624844093,0.009862617,851.9997688,0.33044228,0.355811475,FALSE,0.3872,0.179669604,TRUE,6.00E-04,2007.619178,2017.619178,10,119,-0.213641926,-0.098732021,-0.492098056,-0.687787088,0.253635209,0.280473052,0.033220093,0.010481415,0.18329927,0.08964769,0.219699131,0.250686709,yes,yes
56,narncwq,do_pct_median,0.229859753,0.142575391,-0.049582878,0.509302384,1.61219795,0.108512169,-378.3010044,0.681722399,0.694169254,FALSE,0.4596,0.136226914,TRUE,-0.0511,2002.2,2022.953425,20.75342466,207,-0.013249043,-0.085702922,0.22841217,0.738766976,0.936646832,0.667266314,0.325127035,0.004812492,0.165988552,0.196260667,0.230259347,0.252130913,no,yes
57,narpcwq,do_pct_median,0.140857902,0.073813038,-0.003812993,0.285528798,1.908306532,0.05753832,-187.1920758,0.743071381,0.752004052,FALSE,0.262,0.12371183,TRUE,-0.0026,2002.038356,2022.953425,20.91506849,251,-0.027788374,0.041768697,0.135980029,0.442711042,0.736592408,0.725825326,0.446817741,0.009618075,0.082236419,0.118559008,0.177573919,0.165591909,no,yes
58,nartbwq,do_pct_median,-0.155089276,0.082586878,-0.316956583,0.00677803,-1.877892467,0.061631523,404.2485635,0.681528519,0.692567735,FALSE,0.4829,0.125217506,TRUE,0.0171,2002.534247,2022.953425,20.41917808,245,-0.040310518,-0.250164297,-0.381394673,-0.003129296,0.587087265,0.002234108,0.006268729,0.981684574,0.073834714,0.078193334,0.134450998,0.135744157,no,yes
59,nartswq,do_pct_median,-0.447840258,0.076469866,-0.59771844,-0.297962075,-5.856427934,1.59E-08,998.348168,0.570549661,0.583368181,FALSE,0.4183,0.125991257,TRUE,-0.0075,2002.534247,2022.953425,20.41917808,242,-0.211170015,-0.365991269,-0.772697615,-0.444684004,0.005516996,0.000688341,7.69E-07,0.000299848,0.073385941,0.101837647,0.139460789,0.115712223,yes,yes
60,niwcbwq,do_pct_median,-0.060056774,0.075750115,-0.208524272,0.088410723,-0.792827502,0.428659034,204.7690674,0.827403834,0.833803533,FALSE,0.5461,0.12371183,TRUE,-0.0091,2002.038356,2022.953425,20.91506849,251,-0.070424741,-0.211148326,-0.060839536,0.14145053,0.582033321,0.00136016,0.649701473,0.227091128,0.127254044,0.062894328,0.133294191,0.115925505,no,yes
61,niwdcwq,do_pct_median,-0.010364707,0.058020256,-0.124082319,0.103352905,-0.178639459,0.858371661,105.9050124,0.854147023,0.859553827,FALSE,0.4509,0.123959006,TRUE,-0.0291,2002.038356,2022.953425,20.91506849,250,-0.020881461,-0.090253183,0.006827118,0.085305056,0.864411037,0.05591363,0.953788675,0.408886988,0.121769353,0.046310451,0.117319569,0.102569477,no,yes
62,niwolwq,do_pct_median,-0.128075993,0.052889173,-0.231736866,-0.024415119,-2.421591916,0.016188739,336.9116377,0.898421473,0.902055464,FALSE,0.2717,0.123466126,TRUE,-0.0028,2002.038356,2022.953425,20.91506849,252,-0.138629229,-0.184921526,-0.080688183,-0.077877358,0.334912135,0.005505971,0.599851319,0.539735008,0.14262949,0.064248012,0.153001808,0.126283114,yes,yes
63,niwtawq,do_pct_median,-0.194373786,0.080761825,-0.352664054,-0.036083517,-2.406753257,0.016849905,468.8661209,0.750413117,0.758935211,FALSE,0.3531,0.123959006,TRUE,0.081,2002.038356,2022.953425,20.91506849,250,-0.083183196,-0.417415578,-0.117727973,-0.114781644,0.652545776,0.000242256,0.484285133,0.245838772,0.183848274,0.107028676,0.1672768,0.097938436,yes,yes
64,nocecwq,do_pct_median,-0.282748108,0.078942778,-0.43747311,-0.128023106,-3.58168428,0.000424685,660.9484238,0.536185853,0.549382429,FALSE,0.2522,0.133358658,TRUE,0.0285,2002.038356,2021.871233,19.83287671,216,-0.242970535,-0.574286218,-0.093086813,-0.231503048,0.102137491,7.38E-08,0.575619424,0.090844813,0.146020046,0.091970073,0.16519674,0.134414216,yes,yes
65,noclcwq,do_pct_median,-0.162131594,0.034237916,-0.229236677,-0.095026511,-4.735439853,3.81E-06,420.5819255,0.6926169,0.702783871,FALSE,0.2307,0.126515131,TRUE,-6.00E-04,2002.2,2022.953425,20.75342466,240,-0.08348197,-0.119727533,-0.287893221,-0.140333628,0.180774262,0.003877777,4.87E-05,0.073449594,0.061637744,0.039703932,0.06558164,0.077024378,yes,yes
66,nocrcwq,do_pct_median,-0.098626547,0.043271328,-0.183436791,-0.013816303,-2.279258623,0.023618441,288.8836645,0.784002158,0.791380997,FALSE,0.1787,0.130087379,TRUE,0.0023,2002.038356,2022.953425,20.91506849,227,-0.05809948,-0.113749606,-0.166009856,-0.003969907,0.514624107,0.172721991,0.144801438,0.966002817,0.088609822,0.082298793,0.112171118,0.092718931,yes,yes
67,noczbwq,do_pct_median,-0.035938477,0.181347527,-0.391373099,0.319496145,-0.198174618,0.843085722,155.945442,0.438312491,0.454725988,FALSE,0.5213,0.127853953,TRUE,0.1096,2002.2,2022.953425,20.75342466,235,0.228153339,-0.477020077,-0.085194522,0.086174059,0.232302896,0.00048012,0.813089004,0.712920712,0.188978236,0.128899237,0.358622437,0.233024018,no,yes
68,owcbrwq,do_pct_median,-0.053134111,0.163241045,-0.373080681,0.266812459,-0.325494797,0.745176232,190.9618705,0.395003507,0.413731264,FALSE,0.3594,0.141818017,TRUE,0.0611,2002.2,2022.871233,20.67123288,191,-0.207605637,-0.234323211,-0.121649271,0.336072539,0.515272138,0.329999308,0.428880294,0.211475973,0.316933604,0.2288467,0.152729254,0.266091031,no,yes
