FID_1,station,lon,lat,FID_2,objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,globalid,shape_Leng,shape_Area
128,RKBUH,-81.70120000000,26.04900000000,39,2281,{386FFF25-FBDA-4DFE-AC04-A2AF32328050},,,,,6/30/2017,,2053809.68000000000,8311.48000000000,FL,03090204,Big Cypress Swamp,{B3B85124-444E-473D-8B7A-6B0B82D0AD31},4.54659394398,0.74987158194
56,HUDNP,-73.94194000000,41.83167000000,40,2376,{3E0D90FD-6779-4C75-A447-3DE6E572D35B},,,,,10/28/2020,,604084.91000000000,2444.65000000000,NY,02020008,Hudson-Wappinger,{A1E7DF7B-69D4-46DB-A38E-6E8604D268D4},4.02354029896,0.26411179495
54,HUDBM,-73.98522500000,41.31433890000,41,2377,{F1188705-0F41-4FB9-8FAA-04A4F81A8CCC},,,,,10/28/2020,,479811.37000000000,1941.73000000000,"CT,NJ,NY",02030101,Lower Hudson,{945CE878-0672-4B30-B7D6-E60B06BFA116},4.13792381929,0.20854412207
55,HUDFL,-73.78908890000,42.35401110000,42,2378,{815F731C-EFB8-4262-BF6B-2E28FF819073},,,,,10/1/2020,,1554769.53000000000,6291.93000000000,"MA,NY",02020006,Middle Hudson,{41BC47E5-FA06-4B44-A61B-A952B680E8BA},6.97721061854,0.68735317551
57,HUDSC,-73.91080000000,42.04630000000,42,2378,{815F731C-EFB8-4262-BF6B-2E28FF819073},,,,,10/1/2020,,1554769.53000000000,6291.93000000000,"MA,NY",02020006,Middle Hudson,{41BC47E5-FA06-4B44-A61B-A952B680E8BA},6.97721061854,0.68735317551
58,HUDSK,-73.91496110000,42.01717220000,42,2378,{815F731C-EFB8-4262-BF6B-2E28FF819073},,,,,10/1/2020,,1554769.53000000000,6291.93000000000,"MA,NY",02020006,Middle Hudson,{41BC47E5-FA06-4B44-A61B-A952B680E8BA},6.97721061854,0.68735317551
59,HUDTN,-73.92532400000,42.03654570000,42,2378,{815F731C-EFB8-4262-BF6B-2E28FF819073},,,,,10/1/2020,,1554769.53000000000,6291.93000000000,"MA,NY",02020006,Middle Hudson,{41BC47E5-FA06-4B44-A61B-A952B680E8BA},6.97721061854,0.68735317551
60,HUDTS,-73.92595690000,42.02703780000,42,2378,{815F731C-EFB8-4262-BF6B-2E28FF819073},,,,,10/1/2020,,1554769.53000000000,6291.93000000000,"MA,NY",02020006,Middle Hudson,{41BC47E5-FA06-4B44-A61B-A952B680E8BA},6.97721061854,0.68735317551
24,CBVGI,-76.39267500000,37.21579600000,43,2385,{9D142FB9-7558-400A-B6D4-FF0D18E4CDED},,,,,10/1/2020,,146646.11000000000,593.46000000000,VA,02080108,Lynnhaven-Poquoson,{8974A031-3AF4-4E04-90C7-2D74758D5482},2.54656982441,0.06009067506
28,DELBL,-75.63600000000,39.38876000000,44,2389,{D93EE135-0A9B-424D-A41D-C5F4B2C90E92},,,,,11/3/2020,,483487.46000000000,1956.61000000000,"DE,MD,PA",02040205,Brandywine-Christina,{BB64783B-2570-411A-9E28-32B165FBD884},3.25759583965,0.20574435458
82,LKSBA,-92.06352000000,46.72177200000,0,0,,,,,,,,0.00000000000,0.00000000000,,,,,0.00000000000,0.00000000000
83,LKSBL,-92.10027000000,46.74864900000,0,0,,,,,,,,0.00000000000,0.00000000000,,,,,0.00000000000,0.00000000000
