"","station","parameter","Slope","std.error","conf.low","conf.high","statistic","p.value","Intercept","R2_adj","Dev_expl","model_error","ar1_start","threshold","model_refit","ar1_end","ts_start","ts_end","ts_length","n_points","Fall_estimate","Winter_estimate","Spring_estimate","Summer_estimate","Fall_p.value","Winter_p.value","Spring_p.value","Summer_p.value","Fall_std.error","Winter_std.error","Spring_std.error","Summer_std.error","sig_trend","sig_autocorr"
"11","cbmrrwq","do_proportion_below2",-0.00359505039942916,0.00559451804748283,-0.0145601042833548,0.00737000348449652,-0.642602341956284,0.521119446666888,-2.90297041608456,-0.00264888812939601,0.0017915481072163,FALSE,-0.0101,0.128401509836532,FALSE,-0.0101,2003.28493150685,2022.95342465753,19.668493150685,233,NA,NA,NA,-0.00464639719477827,NA,NA,NA,0.835348329544706,NA,NA,NA,0.0223548775173841,"no","no"
"12","cbvcbwq","do_proportion_below2",-0.00527375993543486,0.0126291359382393,-0.0300264115302444,0.0194788916593747,-0.417586758209373,0.67661953873681,2.14773897934079,-0.00289015221449107,0.00176309279032923,FALSE,0.2667,0.125473836680678,TRUE,0.0073,2002.03835616438,2022.95342465753,20.9150684931508,244,NA,NA,-0.0164619184891151,-9.70280786330491e-05,NA,NA,0.429004854342308,0.996275711157398,NA,NA,0.0208142721775281,0.0207870356075204,"no","yes"
"13","cbvgiwq","do_proportion_below2",-0.00725959587412204,0.0181013571817145,-0.0427376040215778,0.0282184122733338,-0.40105257308858,0.688726742385,7.24392894822703,-0.00230002492674597,0.00451129243417194,FALSE,0.546,0.123959006460912,TRUE,0.0754,2002.03835616438,2022.95342465753,20.9150684931508,250,NA,NA,-0.0142013733108099,-0.0099979005506473,NA,NA,0.494352028537607,0.631146308097031,NA,NA,0.0207803694925587,0.020824012207276,"no","yes"
"14","cbvtcwq","do_proportion_below2",-0.00938931284211664,0.0155466188251519,-0.0398601258207868,0.0210815001365535,-0.603945651959142,0.546440643282758,12.3215432422295,0.0387948495619966,0.166532087623392,FALSE,0.427,0.123959006460912,TRUE,0.0366,2002.03835616438,2022.95342465753,20.9150684931508,250,-0.00239361398747981,NA,0.0044694305616444,-0.0116258439174421,0.90837286020304,NA,0.829980439270541,0.576169246936974,0.0207975470796231,NA,0.0208145120732185,0.0207979844190817,"no","yes"
"15","delblwq","do_proportion_below2",-0.0155255682814861,0.0134292920490724,-0.0418464970355382,0.0107953604725659,-1.15609730019674,0.248807777881936,26.3787558215601,0.0574000683331425,0.2754506882589,FALSE,0.2657,0.125731748230686,TRUE,-0.0118,2002.03835616438,2022.95342465753,20.9150684931508,243,-0.0147808713435194,NA,-0.0149266459504003,-0.0489887193215328,0.486829190724451,NA,0.478776422046477,0.0208913816723489,0.0212564043593972,NA,0.0210747396509696,0.0212077729890105,"no","yes"
"16","deldswq","do_proportion_below2",0.00298308281910092,0.0175172078499207,-0.0313500136764459,0.0373161793146477,0.170294423897838,0.864923205370955,-8.87808280189265,0.245888718805574,0.363931800082623,FALSE,0.4677,0.125217505796654,TRUE,0.0586,2002.12328767123,2022.95342465753,20.8301369863013,245,0.00842019968935668,NA,-0.00522072458826654,0.00478057958398749,0.687626185490654,NA,0.806061031912736,0.840843611766719,0.0209416760851344,NA,0.0212647546465574,0.0238059462616793,"no","yes"
"17","delllwq","do_proportion_below2",0.0214672837915864,0.0135991072162148,-0.00518647657409331,0.0481210441572662,1.57858037665811,0.115745766306588,-47.3948438656462,0.347872749197729,0.662017359697658,FALSE,0.3296,0.123959006460912,TRUE,0.0065,2002.03835616438,2022.95342465753,20.9150684931508,250,0.0032739771414897,NA,0.0114141866713665,0.061329436031181,0.874748375543225,NA,0.598920532015559,0.00395402508907432,0.0207700151289593,NA,0.0217018941468157,0.0212815942723528,"no","yes"
"18","delslwq","do_proportion_below2",0.00903820297468474,0.0122908362295015,-0.0150513933750183,0.0331277993243878,0.735361110173323,0.462834943644935,-21.9114598271511,0.550010637746547,0.836722637623988,FALSE,0.3056,0.123711829731495,TRUE,0.0163,2002.03835616438,2022.95342465753,20.9150684931508,251,-0.00977968805616341,NA,0.0206038245648304,0.0732687079846766,0.639307068655493,NA,0.34169156840483,0.000565321788360431,0.0208669914003302,NA,0.0216693440943467,0.021251298039798,"no","yes"
"19","elkapwq","do_proportion_below2",0.0482691070950453,0.00928152590860552,0.0300776505926031,0.0664605635974875,5.20055727585609,4.50448159155533e-07,-98.9227982487484,0.565298077764932,0.69026244045236,FALSE,0.3971,0.128677939671741,TRUE,0.0046,2002.03835616438,2022.95342465753,20.9150684931508,232,0.0902938910860236,0.144130284956594,0.0580448651174182,0.0196797255726319,6.64085567658549e-07,5.55894131153308e-14,2.16781767241069e-06,0.0471278490057389,0.0181620015599513,0.0191711736094117,0.012253209091901,0.00991347316407931,"yes","yes"
"20","elknmwq","do_proportion_below2",-0.00675262867275932,0.0128139266714865,-0.03186746344941,0.0183622061038914,-0.526975754261592,0.598713333898044,10.9668728498732,0.522806103259291,0.765792665478335,FALSE,0.4679,0.126252378814845,TRUE,0.0092,2002.03835616438,2022.95342465753,20.9150684931508,241,-0.0217616833220039,0.00255174570039205,0.0499488649023542,-0.0255144106321302,0.308878726274271,0.903510799482441,0.014095437397438,0.0653634568200418,0.0213857722887424,0.021049221889951,0.0203472453095622,0.0138457278840761,"no","yes"
"21","elksmwq","do_proportion_below2",-0.0234366783398711,0.0165438998230924,-0.0558621261569707,0.00898876947722857,-1.4166356536539,0.157907998026768,41.5723834266119,0.1028976506702,0.25579361716584,FALSE,0.483,0.125991256759062,TRUE,0.0584,2002.03835616438,2022.95342465753,20.9150684931508,242,-0.00937870558970211,-0.000452111987651994,-0.0230690321207746,-0.0774022814440618,0.660001533007595,0.98267148942438,0.291022085211313,0.000240158714374895,0.0213195499595918,0.0208156847971041,0.021848113747841,0.0210759970354989,"no","yes"
"22","elkvmwq","do_proportion_below2",0.000374188216955924,0.00776201323615961,-0.0148390781734401,0.015587454607352,0.0482076241783195,0.961593537979347,-10.5792173216075,-0.00437872555548346,2.27598956928298e-05,FALSE,0.0629,0.13008737864356,FALSE,0.0629,2002.03835616438,2022.95342465753,20.9150684931508,227,NA,NA,-0.00627835882209692,0.0046499256556416,NA,NA,0.7833950341799,0.829305501623149,NA,NA,0.0228389134059093,0.0215681361789922,"no","no"
"23","gndbcwq","do_proportion_below2",-0.00184533668614423,0.0121646597692941,-0.025687631718144,0.0219969583458555,-0.151696530864119,0.879573545769307,-1.61886377808841,0.0468059285197731,0.201918780527615,FALSE,0.0412,0.134294519387543,FALSE,0.0412,2004.2868852459,2022.95342465753,18.6665394116326,213,-0.00112850071025602,NA,-0.00864287916235658,0.024818046078208,0.962879225475686,NA,0.725623853356946,0.319781778984065,0.0242475636553757,NA,0.0246269078370956,0.0249451059112353,"no","no"
"24","gndbhwq","do_proportion_below2",0.0120140473967711,0.0173771811728784,-0.0220446018548981,0.0460726966484403,0.691369174162844,0.490070047060608,-25.5984862493316,0.680997278448348,0.777622046729109,FALSE,0.3489,0.13008737864356,TRUE,0.0122,2004.03825136612,2022.95342465753,18.915173291414,227,-0.0205368297781224,0.0188346038113111,0.0629535287441592,0.00248431181700142,0.423365292691072,0.456317085766806,0.0256088783462802,0.917990962908948,0.0256519113511535,0.0252838941517746,0.0282038225704868,0.02412779403821,"no","yes"
"25","gndblwq","do_proportion_below2",-0.00303593532611907,0.0132903933114661,-0.0290846275569646,0.0230127569047264,-0.228430811261234,0.819527002126899,-2.18425910689818,0.00408238860393939,0.0400410966071445,FALSE,0.157,0.132140744880981,TRUE,0.016,2004.2868852459,2022.95342465753,18.6665394116326,220,0.00557861445546581,NA,0.00194662231011653,-0.0196130203999392,0.818675421329852,NA,0.936665015797813,0.417758382948386,0.024334306524552,NA,0.0244974705376074,0.0242041524807564,"no","yes"
"26","gndpcwq","do_proportion_below2",0.00513961751456171,0.014484076125388,-0.0232486500405352,0.0335278850696586,0.354846071649188,0.723109284238629,-17.2417155169597,-0.00574860654647602,0.00338256479901642,FALSE,0.0732,0.143326761417647,FALSE,0.0732,2005.61917808219,2022.95342465753,17.3342465753424,187,-0.000922886457420998,0.00500305410814943,0.00412174185017322,0.018996310177571,0.974289487569242,0.872998385737297,0.892744065309708,0.520539315483385,0.0286353452303807,0.0312982190852734,0.0305692798217117,0.0295655840543368,"no","no"
"27","grbgbwq","do_proportion_below2",0.000114063050943192,0.0059679528264603,-0.011582909550353,0.0118110356522394,0.0191125925857637,0.984780816310059,-10.3895358187763,-0.00775836380621775,1.2466722911041e-05,FALSE,-0.0079,0.171242848420218,FALSE,-0.0079,2002.28493150685,2022.95342465753,20.668493150685,131,NA,NA,NA,-7.00951938418128e-05,NA,NA,NA,0.997511988425501,NA,NA,NA,0.0224789076102913,"no","no"
"28","grblrwq","do_proportion_below2",0.00478252433710841,0.0162186118974084,-0.0270053708610448,0.0365704195352616,0.294878770597663,0.768466387901705,-17.7104359734317,-0.00575034026473809,0.00240203683313081,FALSE,0.3444,0.153516227249103,TRUE,0.0683,2002.28493150685,2022.95342465753,20.668493150685,163,NA,NA,NA,0.0132233727207823,NA,NA,NA,0.541914031589343,NA,NA,NA,0.0216804621391696,"no","yes"
"29","grborwq","do_proportion_below2",-0.00357958668505153,0.0119359601808245,-0.0269736387603718,0.0198144653902688,-0.299899348759745,0.764622481910573,-0.991405535628768,-0.00584025909515473,0.00101312073820547,FALSE,0.0705,0.149882191957709,FALSE,0.0705,2002.28493150685,2022.87123287671,20.5863013698631,171,NA,NA,-0.00103425055251505,-0.00702932446300034,NA,NA,0.9618894758344,0.739710162253464,NA,NA,0.0216449040066126,0.0211575483943275,"no","no"
"30","grbsqwq","do_proportion_below2",-0.000695507237021897,0.00322403061130497,-0.00701449112023429,0.0056234766461905,-0.215726002905531,0.829466173569971,-8.85491329882896,-0.0057074025578101,0.000290038303173741,FALSE,-0.0067,0.15121450430979,FALSE,-0.0067,2002.28493150685,2022.95342465753,20.668493150685,168,NA,NA,NA,-0.000988771910215935,NA,NA,NA,0.962699618977521,NA,NA,NA,0.0211429036687297,"no","no"
"31","gtmfmwq","do_proportion_below2",0.00121002663848126,0.0133410138771775,-0.0249378800780357,0.0273579333549982,0.0906997511299542,0.927804928170173,-10.0369653784006,0.00760222147130118,0.0498334558869195,FALSE,0.2935,0.123959006460912,TRUE,0.0548,2002.12328767123,2022.95342465753,20.8301369863013,250,NA,0.00420830529482442,0.0109138969482531,-0.00846440825317349,NA,0.843040347407834,0.601713048937315,0.683680305399797,NA,0.0212534200917936,0.0209103062465756,0.0207742970433987,"no","yes"
"32","gtmpcwq","do_proportion_below2",-0.0132178267690989,0.0168790728737113,-0.046300201694,0.0198645481558022,-0.783089620383433,0.434332710032631,22.1136178947521,0.0624246750474509,0.189124148363861,FALSE,0.4686,0.123959006460912,TRUE,-5e-04,2002.12328767123,2022.95342465753,20.8301369863013,250,-0.000819367156042085,-0.00418868047107875,-0.018382422873414,-0.0366329781899429,0.968591419107659,0.843910895872011,0.379491874535996,0.086979897979861,0.0208093296022747,0.0212738403889337,0.0209168574303875,0.0214034117401115,"no","yes"
"33","gtmpiwq","do_proportion_below2",-0.00822563104689042,0.011883010858458,-0.0315159043573665,0.0150646422635857,-0.692217750607847,0.489453475287702,8.32063090581276,-0.00375303841507835,0.003502573881213,FALSE,0.1975,0.124457837476193,TRUE,0.0069,2002.03835616438,2022.95342465753,20.9150684931508,248,-0.0033357215767978,-0.00474977197291172,-0.00921817707061935,-0.0150572147236276,0.872470654589396,0.819206877051929,0.657511058950233,0.482921250464449,0.0207805887889712,0.020780818905081,0.0207919993147007,0.0214608895379291,"no","yes"
"34","gtmsswq","do_proportion_below2",-0.0129415626253154,0.0154809984794054,-0.0432837620896692,0.0174006368390385,-0.83596433670165,0.40399621665196,18.4395033713572,0.00232806779032202,0.0110571661789235,FALSE,0.4261,0.125217505796654,TRUE,0.0786,2002.12328767123,2022.95342465753,20.8301369863013,245,-0.00481242809794334,0.000108858746555912,-0.027373594242381,-0.0103655699338753,0.816965531740679,0.99604684774332,0.191448197236427,0.617978234312295,0.0207925526310996,0.0219714172872207,0.0209549481503965,0.0207844413368029,"no","yes"
"35","hudtnwq","do_proportion_below2",0.0581843122446599,0.0178059943805775,0.0232852045498054,0.0930834199395144,3.26768115282157,0.00130417142807355,-122.990141922615,0.0930833171398859,0.372455193481148,FALSE,0.4963,0.145282196422068,TRUE,0.1641,2002.28493150685,2022.95342465753,20.668493150685,182,NA,NA,0.0404473940078522,0.129901924779157,NA,NA,0.0573684667810823,4.69394928382539e-10,NA,NA,0.021282581039914,0.0208543486576312,"yes","yes"
"36","hudtswq","do_proportion_below2",0.0193956534423189,0.0152175504476527,-0.0104301973680017,0.0492215042526394,1.27455818260886,0.204156156910932,-44.0545408821265,0.240138245635026,0.494774173781693,FALSE,0.3038,0.144884706767689,TRUE,0.0161,2002.28493150685,2022.95342465753,20.668493150685,183,-0.00392516717429473,NA,0.0104411393358061,0.0950085475957381,0.861173894360352,NA,0.615415911522674,4.16941748931975e-06,0.022444912379442,NA,0.0207842715269819,0.020641676584177,"no","yes"
"37","jacb6wq","do_proportion_below2",-0.00573203599527814,0.00732990894381534,-0.0200983935351142,0.00863432154455795,-0.782006439536276,0.435238257320516,1.49504508948234,-0.00247228483777917,0.00336203101616172,FALSE,-0.0176,0.145282196422068,FALSE,-0.0176,2002.36712328767,2022.95342465753,20.5863013698631,182,NA,NA,NA,-0.00635036718140833,NA,NA,NA,0.77999351901391,NA,NA,NA,0.0227344877586994,"no","no"
"38","jacb9wq","do_proportion_below2",-0.0170552144455845,0.0172344503700795,-0.0508341164642834,0.0167236875731144,-0.989600136897534,0.32361509205502,24.8058193420688,0.00222945271113562,0.00584227287004829,FALSE,0.6418,0.140717213329746,TRUE,0.4296,2002.36712328767,2022.95342465753,20.5863013698631,194,NA,NA,-0.00657912511734403,-0.0125690977005622,NA,NA,0.785193146452604,0.576187010846416,NA,NA,0.0241384574443832,0.0224864597153918,"no","yes"
"39","jacbawq","do_proportion_below2",-0.00384914150971977,0.00537122654205093,-0.0143765520849452,0.00667826906550566,-0.716622447328396,0.474473380552707,-2.41312353595921,-0.00256709744711126,0.00264608038570726,FALSE,-0.0129,0.140355936191073,FALSE,-0.0129,2002.2,2022.95342465753,20.7534246575342,195,NA,NA,NA,-0.00550438722922416,NA,NA,NA,0.81329935238236,NA,NA,NA,0.0233067071161509,"no","no"
"40","jacnewq","do_proportion_below2",-0.0013534004185191,0.0161921035732867,-0.0330893402561033,0.0303825394190651,-0.0835839773623919,0.933460868758443,-5.31057844703948,-0.00429946184990215,0.000411779043850706,FALSE,0.4881,0.129518065720614,TRUE,0.1406,2002.03835616438,2022.95342465753,20.9150684931508,229,NA,0.00508612892501822,NA,-0.00469427056070558,NA,0.818886951301246,NA,0.835529637052667,NA,0.0222124207268526,NA,0.0226104659427507,"no","yes"
"41","job09wq","do_proportion_below2",-0.0974877876805923,0.0167075853764716,-0.130234053287105,-0.0647415220740799,-5.83494176351055,1.74417171217182e-08,193.55329077392,0.480967992347451,0.678365563165699,FALSE,0.5287,0.124457837476193,TRUE,0.0395,2002.03835616438,2022.95342465753,20.9150684931508,248,-0.0706940332178514,-0.0915263652255915,-0.186290620988738,-0.106632819652387,0.00177847804431057,1.27524116900902e-05,1.58062565155911e-19,3.1231530554916e-07,0.0226226025052519,0.0209715503132483,0.0206095721549649,0.0208435781778137,"yes","yes"
"42","job10wq","do_proportion_below2",-0.00754212347181197,0.01419693529009,-0.0353676053312341,0.0202833583876102,-0.531250112626536,0.595759167517555,11.4757893381369,0.0189756577688853,0.295918563444181,FALSE,0.2395,0.127853952928916,TRUE,-0.0077,2002.03835616438,2022.03835616438,20,235,-0.0336844295516344,-0.00918939735080105,-0.0175424274995926,-0.00450419805026074,0.139466134363697,0.675094827741195,0.44342446896853,0.85046834332835,0.0227939095622494,0.0219230510790012,0.0228886926208239,0.0238923024058327,"no","yes"
"43","job19wq","do_proportion_below2",-0.00910262467983025,0.0130749437056016,-0.0347290434426981,0.0165237940830376,-0.696188441402654,0.48701375069166,11.5180423481889,-0.00132477123567054,0.00621410377634932,FALSE,0.1793,0.128677939671741,TRUE,0.0124,2002.28493150685,2022.95342465753,20.668493150685,232,-0.0123412066092795,-0.000202074885875752,-0.0103974084666341,-0.00649815506852659,0.579001624195419,0.993189776613978,0.64567570158311,0.772099861214093,0.0222426752882717,0.0236747702258695,0.0226139841948449,0.0224361120318544,"no","yes"
"44","job20wq","do_proportion_below2",-0.00283097357879834,0.00878998519550434,-0.0200590279866271,0.0143970808290304,-0.322068071314415,0.747686230888494,-3.84034190717275,-0.00388174681555919,0.000512592085028788,FALSE,0.0495,0.1270455952807,FALSE,0.0495,2002.36712328767,2022.95342465753,20.5863013698631,238,-0.00295913337034097,NA,-0.00604371426208191,0.00457863627380938,0.891105332369737,NA,0.776219473305913,0.829852668100255,0.0216143911063453,NA,0.0212620331724793,0.0213068312778298,"no","no"
"45","kachdwq","do_proportion_below2",-0.0145955644667989,0.0205421956553597,-0.0548575281146791,0.0256663991810814,-0.710516281300762,0.478136560786598,21.392542203176,0.00062271038196049,0.0118439075630322,FALSE,0.603,0.131544169622546,TRUE,0.0789,2003.03835616438,2022.95342465753,19.9150684931508,222,-0.00900461250373481,-0.00399748789320601,-0.00402268095774324,-0.0352391523851921,0.704247064294159,0.869406540347774,0.868002437125387,0.131706855510272,0.023721714405846,0.0243137929901893,0.0242043890982984,0.0233773606542627,"no","yes"
"46","kacsdwq","do_proportion_below2",0.00615846519430941,0.0246284624628109,-0.0421124342273965,0.0544293646160153,0.250054797517658,0.80278826278262,-19.1218834861461,-0.00358105542550269,0.0089567746763371,FALSE,0.6459,0.134294519387543,TRUE,0.3107,2004.03825136612,2022.95342465753,18.915173291414,213,0.00232708751619662,NA,0.00585132015824092,0.0117002723170142,0.925864137481251,NA,0.812402642760925,0.634382443218288,0.0250091016116804,NA,0.024655033238355,0.0246027518466527,"no","yes"
"47","kacsswq","do_proportion_below2",-0.00463903996353115,0.00851180028250101,-0.021321861960831,0.0120437820337687,-0.545012783378896,0.586301862463771,-0.556330902680608,-0.00343361769578787,0.00142340942624059,FALSE,-0.0109,0.132140744880981,FALSE,-0.0109,2004.03825136612,2022.95342465753,18.915173291414,220,NA,NA,NA,-0.00608536213684172,NA,NA,NA,0.802693009351759,NA,NA,NA,0.0243547586560857,"no","no"
"48","lksbawq","do_proportion_below2",-0.00320187198993179,0.0274050440503728,-0.0569147713233962,0.0505110273435326,-0.116835133855157,0.907276388195875,-3.19289239747955,-0.0120429535968118,0.000193674231179652,FALSE,-0.0131,0.21384960282243,FALSE,-0.0131,2012.45355191257,2022.87123287671,10.417680964144,84,NA,NA,NA,-0.00313088309444172,NA,NA,NA,0.95457688335588,NA,NA,NA,0.0549661339793779,"no","no"
"49","lksblwq","do_proportion_below2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,2012.53551912568,2022.87123287671,10.3357137510293,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","lksolwq","do_proportion_below2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,2012.53551912568,2022.87123287671,10.3357137510293,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","marabwq","do_proportion_below2",-0.0040915464887901,0.0207418436300737,-0.0447448129766962,0.036561719999116,-0.197260502092386,0.84386501501439,0.0257640169853846,-0.00568623237183741,0.000672090171390616,FALSE,0.2869,0.15121450430979,TRUE,0.0374,2007.36712328767,2022.95342465753,15.5863013698631,168,NA,NA,NA,-0.0104011961730022,NA,NA,NA,0.748690217937644,NA,NA,NA,0.0324665136423235,"no","yes"
"52","marcewq","do_proportion_below2",-0.0046370515550017,0.0215043463483521,-0.0467847959088473,0.0375106927988439,-0.215633225018115,0.829527674110613,2.10489327092842,-0.00504521033820793,0.00101067686648249,FALSE,0.3104,0.148159350906749,TRUE,0.0283,2007.36712328767,2022.95342465753,15.5863013698631,175,-0.0125785471973747,0.000446264165638975,NA,0.00163644414212498,0.691130946928479,0.989873969082834,NA,0.958528616896855,0.0316584199567998,0.0351626152601504,NA,0.0314700215386422,"no","yes"
"53","marcwwq","do_proportion_below2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,2007.53424657534,2022.95342465753,15.4191780821918,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","marmbwq","do_proportion_below2",0.005014593203257,0.0221906439745859,-0.0384782697806821,0.0485074561871962,0.225977813397395,0.821485433898964,-18.113564267509,-0.00533177259415307,0.000932860483349128,FALSE,0.3059,0.148159350906749,TRUE,-0.0244,2008.03825136612,2022.95342465753,14.915173291414,175,NA,0.00732985238778991,0.00714296284800338,0.00171131837225417,NA,0.831927217621624,0.835848184634618,0.9613418762295,NA,0.0345372252684173,0.0344725908735406,0.0353069400040222,"no","yes"
"55","marscwq","do_proportion_below2",0.0142759466552661,0.0269160360433625,-0.0384785145963065,0.0670304079068386,0.53038815345124,0.596848067370269,-38.0913095893164,-0.00708574391281358,0.00284565153765797,FALSE,-0.0239,0.179669603885729,FALSE,-0.0239,2007.61917808219,2017.61917808219,10,119,0.0205329363868748,NA,0.0110042907620186,NA,0.746234049697022,NA,0.862373043357991,NA,0.0634498249640943,NA,0.0634786604479544,NA,"no","no"
"56","narncwq","do_proportion_below2",0.0138041653221108,0.0112465198107421,-0.00823860845835988,0.0358469391025814,1.22741661904386,0.221144711576925,-31.2442793281702,0.752087511621612,0.927762940038792,FALSE,0.4533,0.136889822542003,TRUE,-0.0314,2002.2,2022.95342465753,20.7534246575342,205,0.00680029432402964,0.0021338439345155,0.0578611476728183,0.00810442829735523,0.747431524567973,0.950327099415243,0.00747001154135701,0.492794136379855,0.0211170938428309,0.0342532957895529,0.021629278542127,0.0118162486150792,"no","yes"
