"","station","parameter","Slope","std.error","conf.low","conf.high","statistic","p.value","Intercept","R2_adj","Dev_expl","model_error","ar1_start","threshold","model_refit","ar1_end","ts_start","ts_end","ts_length","n_points","Winter_estimate","Spring_estimate","Summer_estimate","Fall_estimate","Winter_p.value","Spring_p.value","Summer_p.value","Fall_p.value","Winter_std.error","Spring_std.error","Summer_std.error","Fall_std.error","sig_trend","sig_autocorr"
"11","jacncmet","atemp_median",0.071713977270953,0.0221372710733531,0.0283257232511807,0.115102231290725,3.23951299296669,0.00144219534168161,-132.341054088482,0.957250334522805,0.959476489202109,FALSE,0.0802,0.146494586257515,FALSE,0.0802,2002.78630136986,2022.95342465753,20.1671232876713,179,0.0733635193892311,0.0897044976041323,0.046082968198726,0.0560998117409364,0.357378993204278,0.487930955289962,0.341977396226556,0.622744288318287,0.0788346562237977,0.128135111415047,0.0479583832553893,0.113263672652456,"yes","no"
"12","jobjbmet","atemp_median",0.0428023218815351,0.00716048017669062,0.0287680386232085,0.0568366051398618,5.97757703748259,1.40643152485569e-08,-59.8485028315454,0.884980133450577,0.890832317659502,FALSE,0.3686,0.149882191957709,TRUE,-0.0367,2002.03835616438,2022.95342465753,20.9150684931508,171,0.0339896727061264,0.0429116436400526,0.0589075705229676,0.0378871807734501,0.00436061369114673,0.0270649251110231,5.01311433058528e-09,0.051092406185881,0.0112286472771632,0.0187162394642183,0.00794599910851519,0.0188800592982062,"yes","yes"
"13","kachomet","atemp_median",0.0409570305953989,0.0282738083145908,-0.0144586154069882,0.0963726765977861,1.44858556511692,0.149011570806052,-77.0654202196047,0.876142536226443,0.881452800569475,FALSE,0.179,0.134929485194503,TRUE,-0.0543,2003.45205479452,2022.95342465753,19.5013698630137,211,0.111445816140484,0.01613555738914,-6.74138518905529e-05,0.022083956981175,0.0965991906276447,0.833315258902436,0.998355650231181,0.806886422848409,0.0658598973506952,0.0762717168806282,0.03254460846886,0.0898840554013316,"no","yes"
"14","lkspomet","atemp_median",0.0956286165201393,0.122690544540058,-0.144840432021981,0.33609766506226,0.779429391878828,0.43763535258354,-186.585791248076,0.942966587425471,0.948109498297372,FALSE,0.3446,0.18947687010702,TRUE,0.0039,2013.70410958904,2022.95342465753,9.24931506849316,107,0.172071613770003,0.36272715339662,0.0882698715076724,-0.0292806520237332,0.662617715368173,0.397210900505156,0.614026544968596,0.943208778488333,0.389707953663918,0.419697679027766,0.17283361191235,0.407357405919698,"no","yes"
"15","marcemet","atemp_median",0.0320864915865576,0.034139079856856,-0.034824875398217,0.0989978585713322,0.939875700255987,0.348650746701693,-41.8998510700295,0.917718370135125,0.922164622900096,FALSE,0.2881,0.147737844075666,TRUE,-0.0196,2007.03835616438,2022.95342465753,15.9150684931508,176,0.0142293403644794,0.0520749847146031,0.0386900386510383,0.0018118178868005,0.893307340433149,0.53130979641602,0.126178700635167,0.989736290410078,0.105437188193128,0.0824806977691872,0.0248184126623928,0.140008046810187,"no","yes"
"16","narpcmet","atemp_median",0.085587737189085,0.0204531908934096,0.0455002196690795,0.12567525470909,4.18456648818854,4.08355774304453e-05,-161.360451152772,0.957816551263324,0.959534994902726,FALSE,0.1386,0.1270455952807,TRUE,0.0141,2002.03835616438,2022.95342465753,20.9150684931508,238,0.108836318854285,0.0872771970211031,0.0709037741948566,0.0637205819151454,0.0852977282979322,0.349397710164529,0.0762535605780172,0.524572021104205,0.0621312998035706,0.0925150206185537,0.0392675933195968,0.0995445670095917,"yes","yes"
"17","niwolmet","atemp_median",0.0717030735459,0.0178901481509429,0.036639027491966,0.106767119599834,4.00796421253341,8.21766079205283e-05,-125.749774596877,0.934773118230291,0.937219322672041,FALSE,0.0914,0.124962739498557,FALSE,0.0914,2002.03835616438,2022.95342465753,20.9150684931508,246,0.0969281284817643,0.0605629284460769,0.0590084626972948,0.0584338880472378,0.137380191893515,0.351087497460732,0.0454385767802534,0.533927434181112,0.0643575546121877,0.0644248001705691,0.028891409821719,0.0933994261137707,"yes","no"
"18","nocrcmet","atemp_median",0.0675318858657328,0.0209374155168549,0.026495305523347,0.108568466208119,3.22541651864188,0.00144266719565745,-117.726572964533,0.934334183056836,0.936906221157887,FALSE,0.1275,0.1270455952807,TRUE,0.0075,2002.03835616438,2022.95342465753,20.9150684931508,238,0.0744318788190422,0.0714627207168576,0.057596358796696,0.0838700438065901,0.257566159725288,0.332168272112417,0.0649859526597121,0.381665574443792,0.0650733367279893,0.0730531608323493,0.0306290621877798,0.0951529843509029,"yes","yes"
"19","owcowmet","atemp_median",0.0598218437028001,0.0219347116292489,0.0168305988982005,0.1028130885074,2.72726830030583,0.00686881936442672,-110.630082769783,0.950695301726967,0.952598859973268,FALSE,0.0895,0.125217505796654,FALSE,0.0895,2002.03835616438,2022.95342465753,20.9150684931508,245,0.0352220279992114,0.0788038102004189,0.0441446187965395,0.0751586692708958,0.636715886340755,0.510662338029662,0.32769651055285,0.491606144281354,0.0741902597550551,0.119058579079116,0.0447282370192757,0.108621640740109,"yes","no"
"20","pdbpfmet","atemp_median",0.0107401962319554,0.016118909174904,-0.0208522852209286,0.0423326776848394,0.666310363524919,0.505872669154066,-11.5705485088701,0.922910207659902,0.925859959532121,FALSE,0.2363,0.125731748230686,TRUE,-0.0113,2002.03835616438,2022.95342465753,20.9150684931508,243,-0.0134196249112367,0.0339193327481591,0.0464360923538167,-0.0297096057324957,0.720797567590283,0.506352107511833,0.0818095294563233,0.630528549582501,0.0373695058705234,0.050725774239845,0.0262197858089332,0.0614519920005777,"no","yes"
"21","rkbuhmet","atemp_median",0.00372825073210544,0.0188621013948519,-0.033240788674547,0.0406972901387579,0.197658291303799,0.843511769386684,15.3948600848565,0.83497714584706,0.841730731907902,FALSE,0.1868,0.134929485194503,TRUE,0.0047,2004.03825136612,2022.95342465753,18.915173291414,211,0.0313349263784989,0.0196183762507738,-0.0620007925369519,0.00672370940759547,0.509637640077381,0.557692299334447,0.000255983631851073,0.91694005515918,0.0471926953403545,0.033246946737771,0.0157253324595393,0.0641468806244293,"no","yes"
"22","sapmlmet","atemp_median",0.0772709235340897,0.0258298051458673,0.0266454357205024,0.127896411347677,2.99154109362117,0.00314602326886611,-135.608850507249,0.927707922691076,0.931021136186699,FALSE,0.1479,0.138938163113369,TRUE,0.0259,2003.03835616438,2022.95342465753,19.9150684931508,199,0.114370708526042,0.058340415177078,0.0412026907611044,0.0501051235744618,0.174633866867541,0.491907519920458,0.172798266865954,0.633301089677117,0.0830055068521132,0.0841924674904214,0.0297538441541275,0.104404368812672,"yes","yes"
"23","sfbrrmet","atemp_median",0.0509777253573864,0.0218444876425382,0.00816331631728124,0.0937921343974916,2.33366541672126,0.020687084312185,-88.5194306916725,0.914622054467603,0.918963628737257,FALSE,0.2346,0.139997427467147,TRUE,0.0057,2006.61917808219,2022.95342465753,16.3342465753424,196,0.0245525519361483,0.0945394718049171,0.103665431676553,-0.0153793308037476,0.663211194227536,0.185436818849466,0.00149088708194431,0.875017118550725,0.0560079878086623,0.0703250449160003,0.0307613264521227,0.097267615299294,"yes","yes"
"24","soscmmet","atemp_median",-0.000448282385859584,0.0186796330325136,-0.037059690374011,0.0361631256022918,-0.0239984578433263,0.980880274149021,11.3066316749982,0.81598467262215,0.823763691145964,FALSE,0.2811,0.14219073218548,TRUE,0.0302,2002.03835616438,2022.95342465753,20.9150684931508,190,-0.0537534622933872,0.0197520548891256,0.112989420028575,-0.0912479771649843,0.0933955975778033,0.638404208923511,7.93237559121799e-05,0.0784467936275625,0.0313747473525432,0.0417593055464257,0.0260256007212947,0.0506454592678175,"no","yes"
"25","tjrtlmet","atemp_median",0.0464106907081259,0.0216687770528009,0.0039406680956082,0.0888807133206436,2.14182326003151,0.0335434526008914,-77.0440091665248,0.872930465768385,0.879370195479985,FALSE,0.6155,0.141448216759521,TRUE,-0.0515,2002.03835616438,2022.95342465753,20.9150684931508,192,0.0225547875192906,0.0406248743318723,0.0734455982532547,0.0463310274758268,0.39706173482362,0.166379141741709,0.00333265639973126,0.351142561305591,0.0263843312088464,0.0288894677964353,0.0237201663844477,0.0491866527887586,"yes","yes"
"26","wellfmet","atemp_median",0.0656172158449255,0.0175915674083482,0.0311383772929544,0.100096054396897,3.73003805299273,0.000240446885384106,-123.715170854356,0.960689044834752,0.962264792919353,FALSE,0.1066,0.125473836680678,FALSE,0.1066,2002.03835616438,2022.95342465753,20.9150684931508,244,0.0836629038520855,0.0615562719532752,0.0433003458450398,0.0126694203291361,0.199682082507367,0.500006971651899,0.299807235963878,0.904272456960346,0.0645173649781983,0.0907027073787855,0.0413880358210223,0.104893124498958,"yes","no"
"27","wkbshmet","atemp_median",0.105887458984245,0.0522942166334278,0.00339267778299122,0.208382240185499,2.02484071472942,0.0446987381906303,-193.447509554433,0.860370699210264,0.867915288626291,FALSE,0.2732,0.156922707184431,TRUE,-0.0351,2008.03825136612,2022.95342465753,14.915173291414,156,0.166893909656597,0.0517313525247201,0.0101180285428549,0.153322349074268,0.274258021466545,0.662552005472244,0.870480391194863,0.271019288945722,0.150322825814065,0.117508102263568,0.061637626673633,0.137367452270599,"yes","yes"
"28","wqbchmet","atemp_median",0.0795311404360635,0.0259524270826547,0.0286653180426584,0.130396962829469,3.06449721187034,0.00250201767274469,-149.105520496569,0.955383081879708,0.957553255160888,FALSE,0.1697,0.139288575178379,TRUE,0.007,2002.03835616438,2021.70410958904,19.6657534246576,198,0.120070075970079,0.0490817226892192,0.0813205113138541,0.0142415343413188,0.0608457948778108,0.676824862754912,0.109217207174018,0.909291688805606,0.0625759118614699,0.117039926456781,0.0498277938834021,0.124298776971771,"yes","yes"
"29","acebpmet","dailyPAR_median",284.476053410018,114.2658512418,60.5191003132775,508.433006506758,2.4895981635671,0.0135615507445518,-537489.946620127,0.786764054959467,0.795502695026885,FALSE,0.6049,0.13184144496127,TRUE,-0.1103,2003.03835616438,2022.95342465753,19.9150684931508,221,393.186639457124,537.5433310355,348.970785459302,32.655628121569,0.0238780151369485,0.000366212685696722,0.0456523190830783,0.811953349094411,168.946336172816,141.357493539297,170.573202056208,136.579589066537,"yes","yes"
"30","apaebmet","dailyPAR_median",238.941983530044,85.1168150675112,72.1160915189656,405.767875541122,2.80722420523518,0.00543981458096965,-443989.909071143,0.760724903958537,0.769961560156242,FALSE,0.4736,0.128401509836532,TRUE,0.0024,2002.03835616438,2022.95342465753,20.9150684931508,233,214.691753356164,321.022625283558,240.952436909156,117.32264061119,0.184562884580315,0.0160634517408387,0.0484019245971661,0.378091103076497,159.776552374881,129.444580481768,119.453942320068,132.031748937644,"yes","yes"
"31","cbmjbmet","dailyPAR_median",514.424788410229,69.6203817720791,377.971347547025,650.878229273432,7.38899694768029,3.57899003590196e-12,-1006014.42600473,0.866196177359531,0.871738636145475,FALSE,0.2858,0.133051024838488,TRUE,-0.01,2003.53424657534,2022.95342465753,19.4191780821918,217,102.383809166744,816.481727413864,735.000807635323,257.826609685731,0.541608406767081,3.30175329820493e-06,4.61517334222232e-06,0.0352243108446235,166.539309326038,156.745493344853,144.617684144438,119.360359287578,"yes","yes"
"32","cbvtcmet","dailyPAR_median",278.453703589442,77.4982384528168,126.559947356624,430.34745982226,3.59303268240055,0.000399817453758073,-528106.265936532,0.847948978690999,0.853824997172737,FALSE,0.4411,0.126515131188166,TRUE,-0.0935,2002.03835616438,2022.95342465753,20.9150684931508,240,60.1738166631581,396.33395066247,505.289371938237,187.765732027267,0.680800243185448,0.00476401633596841,0.00100154156245927,0.0684013788136132,145.540038692561,135.005435216993,145.791820314722,101.116142041797,"yes","yes"
"33","delsjmet","dailyPAR_median",171.108948392219,92.9996997151386,-11.1671136224924,353.385010406931,1.83988710626305,0.06702836469076,-312372.691669845,0.813082518834134,0.819640575999241,FALSE,0.4449,0.124457837476193,TRUE,-0.1219,2002.03835616438,2022.95342465753,20.9150684931508,248,-48.17065230261,235.409222288819,332.433378521381,184.710053997981,0.753232805006727,0.173045761651997,0.0536397330425722,0.119631307495243,152.512324556205,170.756658825912,168.935057005441,116.962449322623,"no","yes"
"34","elkcwmet","dailyPAR_median",446.890294228514,106.658617269425,237.843245739601,655.937342717428,4.18991269218922,3.97877012925722e-05,-864519.971291401,0.819328107516752,0.826689417384713,FALSE,0.5889,0.126252378814845,TRUE,-0.0432,2002.03835616438,2022.95342465753,20.9150684931508,241,442.22898958363,645.325316927723,617.895969304385,245.858090837442,0.00490806198616368,0.000270219632392581,0.000231471783757737,0.0388960517210586,151.187313885303,166.715291935927,157.183551273042,116.343254620069,"yes","yes"
"35","gndcrmet","dailyPAR_median",136.317728178012,95.4231866381163,-50.70828092274,323.343737278763,1.42855979747338,0.155323645241793,-236241.395233882,0.857658229676016,0.865953980208809,FALSE,0.3453,0.1589740714686,TRUE,-0.0371,2004.62021857923,2020.7868852459,16.1666666666667,152,14.6551058586449,137.539400735392,323.211362072259,84.5042316522336,0.953490903904303,0.450329870575238,0.0301089237277131,0.708091688280754,249.574838929138,180.162693423945,142.610228738563,224.047925873498,"no","yes"
"36","grbglmet","dailyPAR_median",346.221903350436,73.2904502916586,202.575260368062,489.86854633281,4.72397020311172,4.87907929238028e-06,-667906.89886949,0.915717363423221,0.919987983053494,FALSE,0.2762,0.147319914400813,TRUE,0.0063,2005.78630136986,2022.95342465753,17.1671232876713,177,140.410492806346,548.551909028482,531.563710157309,183.949912213436,0.490513826064303,0.0067230653688546,0.0129903010950078,0.156285434942687,201.767508895209,191.883553723161,205.094035027246,127.631623946474,"yes","yes"
"37","gtmpcmet","dailyPAR_median",208.395052261164,86.9009668157734,38.0722870805375,378.71781744179,2.39807518716049,0.0173987907923704,-382155.312576215,0.803206215455129,0.812213174478606,FALSE,0.543,0.134929485194503,TRUE,-0.1346,2003.03835616438,2022.95342465753,19.9150684931508,211,141.563625019164,252.755538180246,380.068926625226,112.005189075306,0.381835924597102,0.0576855577610707,0.00379546787415683,0.338310310159653,160.418981732147,130.038007020109,125.401098532347,115.918048825459,"yes","yes"
"38","hudfsmet","dailyPAR_median",-145.283076006514,78.6713500805557,-299.476088779545,8.90993676651777,-1.84670881912857,0.0662472622441565,314832.487320567,0.830584967193998,0.838024054563723,FALSE,0.4662,0.134294519387543,TRUE,-0.0404,2002.03835616438,2022.95342465753,20.9150684931508,213,-277.421697394441,-183.08909772574,-121.636036218512,-9.20913990772996,0.0754885749962824,0.20193292501959,0.354103470763878,0.882446223627337,152.763879307005,141.630584329789,130.090191779197,61.9795775324751,"no","yes"
"39","jacncmet","dailyPAR_median",-231.33592698911,82.7312401705868,-393.486178119794,-69.1856758584269,-2.79623424612166,0.0057814070457997,494106.029088289,0.843077955374462,0.850478761089661,FALSE,0.3479,0.148159350906749,TRUE,-0.0487,2002.78630136986,2022.95342465753,20.1671232876713,175,-412.205081029923,-174.642319379942,-321.774571253834,-73.1373772981132,0.0205636364960925,0.343774649967552,0.0467510432411915,0.554714589595679,171.096450889898,182.282451126148,157.156324799236,122.842862821673,"yes","yes"
"40","jobjbmet","dailyPAR_median",437.130562221026,108.832619543271,223.822547573065,650.438576868986,4.01653993127701,8.87585074929134e-05,-839453.087844862,0.60778683483578,0.625568526102418,FALSE,0.683,0.146905511570336,TRUE,-0.0855,2002.03835616438,2022.95342465753,20.9150684931508,178,312.456757991843,393.864317952543,551.586036735592,582.430532765971,0.0196982154794679,0.00146194934022576,3.60662140732978e-05,7.99312814969807e-08,128.859277695499,115.434169984394,119.686326341024,90.6480555379474,"yes","yes"
"41","kachomet","dailyPAR_median",47.5864003911496,68.231470293843,-86.1448239969972,181.317624779296,0.697425985197386,0.48666448172962,-74650.4317966428,0.929744314986816,0.933662874423296,FALSE,0.1084,0.158453696679708,FALSE,0.1084,2005.36712328767,2022.95342465753,17.5863013698631,153,32.3820270223373,11.4175742472688,44.8048009108184,-25.7525747096546,0.905424797726351,0.967423880984671,0.890003532067109,0.801297614427956,270.525058181249,277.686545516578,321.745413701504,101.594555459899,"no","no"
"42","lkspomet","dailyPAR_median",196.048199659781,214.669920036512,-224.697112175876,616.793511495437,0.913254170059951,0.363836454081174,-370013.521260556,0.894177200824892,0.904295850033769,FALSE,0.3321,0.20659834410152,TRUE,0.0301,2013.70410958904,2022.95342465753,9.24931506849316,90,211.317239352751,340.00318068124,669.85884715816,-53.7222827858208,0.730369149618725,0.598566481465813,0.292507278208148,0.846005639930931,604.185563623547,633.746797640274,621.119611000386,273.633983753089,"no","yes"
"43","marcemet","dailyPAR_median",125.501235590515,124.602588902377,-118.715351038594,369.717822219623,1.00721210286282,0.315541571778634,-213402.698052756,0.862573993351156,0.87042233938566,FALSE,0.3883,0.1589740714686,TRUE,0.0295,2007.03835616438,2022.95342465753,15.9150684931508,152,492.72256043182,-310.696566639875,171.141872109321,53.3373926742954,0.112428674775481,0.314565987760517,0.440627991410168,0.843699506991515,303.213349137812,303.761799479162,219.546140164624,268.727429476855,"no","yes"
"44","narpcmet","dailyPAR_median",361.349455459475,62.6224701339635,238.611669373971,484.087241544979,5.7702842875164,2.64061919018854e-08,-697774.931516292,0.884721873049643,0.889170277049154,FALSE,0.2997,0.128677939671741,TRUE,-0.005,2002.03835616438,2022.95342465753,20.9150684931508,232,222.566087133299,617.470377417785,278.750446838957,290.617990506314,0.115218492549265,2.13559060888659e-05,0.0723404598036337,0.0119255763039523,139.019622247044,132.836112231517,152.245703140788,111.9435106021,"yes","yes"
"45","niwolmet","dailyPAR_median",359.930665967013,145.539241650994,74.6789939937935,645.182337940233,2.47308328588199,0.0141582620115564,-688689.456000568,0.692491964327753,0.703847326466758,FALSE,0.59,0.129801785810272,TRUE,0.0861,2002.03835616438,2022.95342465753,20.9150684931508,228,291.664054969933,219.512640674085,603.958214247795,319.288514822575,0.120776619841652,0.347749489926931,0.000382643863780724,0.00747894202516855,185.07400708529,231.66730651428,159.778884612336,115.113912210369,"yes","yes"
"46","nocrcmet","dailyPAR_median",52.7791127847061,61.741981216348,-68.2329467334844,173.791172302897,0.854833481934514,0.393625952055437,-70164.186244465,0.852356719005426,0.85834571802883,FALSE,0.3383,0.132745511175064,TRUE,-0.0524,2002.03835616438,2022.95342465753,20.9150684931508,218,-93.9491728940072,33.6546004462465,276.702739884354,32.6930971866422,0.528089875012442,0.769415567352806,0.0212406576655538,0.773547757998489,147.887633691067,114.159563409008,116.736031550417,113.06315281418,"no","yes"
"47","owcowmet","dailyPAR_median",-3.95803855609362,63.7146131072349,-128.836385535178,120.92030842299,-0.0621213621658825,0.950527074437797,36057.4383705053,0.905208845228031,0.909308596487762,FALSE,0.3146,0.133980379730677,TRUE,0.0245,2002.03835616438,2022.95342465753,20.9150684931508,214,-96.8367017858474,17.4946399190868,-3.70207010809413,39.8566132366467,0.46520728471426,0.926192803157973,0.98105684735387,0.736706141597661,131.621799298692,187.922331987506,155.153532333568,117.910657215698,"no","yes"
"48","pdbpfmet","dailyPAR_median",200.272631554426,58.4694642531221,85.6745874229545,314.870675685897,3.42525169526813,0.00072970783422965,-377161.560965273,0.927575571985073,0.930524719990581,FALSE,0.2315,0.127582788354453,TRUE,-0.0266,2002.03835616438,2022.95342465753,20.9150684931508,236,152.79986681851,359.33870017268,191.263947996865,75.6232889254803,0.24636425276393,0.0567400953231288,0.396021626925315,0.453700153333658,130.432630033561,184.701781032568,223.677836998029,100.251639413762,"yes","yes"
"49","rkbuhmet","dailyPAR_median",-129.700423526329,114.464870770784,-354.047447732097,94.6466006794383,-1.13310243267609,0.259024998709048,298057.297767128,0.72055786220363,0.73615638148412,FALSE,0.5905,0.156922707184431,TRUE,-0.0589,2004.03825136612,2022.95342465753,18.915173291414,156,-76.6487720747386,-161.870959435552,-50.163081353202,-188.5212461391,0.704941921765075,0.293309179414114,0.724384285190536,0.197460982146329,200.97903458764,151.781277963769,141.15629836062,143.570594051529,"no","yes"
"50","sapmlmet","dailyPAR_median",384.718205617419,136.06474156259,118.036212588993,651.400198645845,2.82746434674591,0.00569910622081184,-739842.401502011,0.732662015709386,0.750142975295195,FALSE,0.4117,0.191272899548914,TRUE,-0.0276,2002.70410958904,2020.2868852459,17.5827756568606,105,354.811276717984,387.835885523563,571.000509324499,277.884247487997,0.13791390737594,0.0456487960215428,0.0623870577378982,0.21687823284914,230.832091150252,183.97231626314,290.851000928135,219.956418028089,"yes","yes"
"51","sfbrrmet","dailyPAR_median",813.433438896992,340.023300793324,147.000015437647,1479.86686235634,2.39228734324716,0.01802054106976,-1607147.86714697,0.690721848946881,0.706024999856992,FALSE,0.7106,0.157428095633533,TRUE,-0.0237,2006.70410958904,2022.95342465753,16.2493150684932,155,499.993390493022,1615.98300899045,758.044541104878,-128.586485750619,0.199147471845224,0.00247829879203893,0.153365329625865,0.661526293888618,381.591979406788,499.480348295416,520.322490357672,291.346391365916,"yes","yes"
"52","soscmmet","dailyPAR_median",-4.49114155846935,44.328946651102,-91.3742804672266,82.3919973502879,-0.101313969714137,0.919411984812523,38218.7917163805,0.92773228500318,0.931019868282317,FALSE,0.092,0.14108129469721,FALSE,0.092,2002.03835616438,2022.95342465753,20.9150684931508,193,22.2984701766843,-50.8688343223974,-12.5823500612269,-31.5898660225379,0.873943549857083,0.78242362677469,0.948528959920884,0.814003918567506,139.859001661561,183.049533933356,193.74995385918,133.53786287572,"no","no"
"53","tjrtlmet","dailyPAR_median",21.5433768711968,79.5341341787832,-134.340661660794,177.427415403188,0.270869571834024,0.786770324710835,-3574.57187390302,0.857246234317879,0.863698366835021,FALSE,0.522,0.134929485194503,TRUE,-0.0312,2002.03835616438,2022.95342465753,20.9150684931508,211,-60.3200759313446,-113.895563257314,119.087373928141,105.564746077943,0.70248559296924,0.290477930576958,0.344357733575452,0.409155117569218,156.997921358589,106.627706029797,124.793049659526,126.844510068772,"no","yes"
"54","wellfmet","dailyPAR_median",302.233999064988,64.6395998487451,175.542711386367,428.925286743609,4.67567868260645,5.18162003319209e-06,-579315.733342771,0.851613289961521,0.857430757032703,FALSE,0.1732,0.13095560215295,TRUE,0.0106,2003.2,2022.95342465753,19.7534246575342,224,125.149728038116,522.605383933306,437.666499904978,90.8353675841152,0.467664319389007,0.00214226298638296,0.0034906812155986,0.467954699533057,171.050400429439,162.212009554608,143.373813116495,124.266116021736,"yes","yes"
